date,item_name,category,quantity_wasted,waste_reason,cost_per_item,total_waste_cost,month,month_name
2024-01-22,dalgona ,Signature Kôfē,1,Expired,32.0,32.0,1.0,January
2024-01-22,latte,Coffee Based,2,Quality issue,42.0,84.0,1.0,January
2024-01-22,white mocha (hot),Coffee Based,2,Over-prepared,42.0,84.0,1.0,January
2024-01-23,matcha espresso fusion  (iced),Signature Kôfē,2,Quality issue,35.0,70.0,1.0,January
2024-01-23,FFFF (large sc),Sans Coffee,3,Over-prepared,18.0,54.0,1.0,January
2024-01-23,the super charged (25% more coffee)  (hot),Sans Coffee,2,Over-prepared,31.0,62.0,1.0,January
2024-01-23,dirty coffee shake ,Kôfē Frappé,4,Over-prepared,38.0,152.0,1.0,January
2024-01-24,choco dinosaur latte,Sans Coffee,1,Expired,35.0,35.0,1.0,January
2024-01-24,Chicken wings (half dozen),Mini Bites,2,Expired,82.0,164.0,1.0,January
2024-01-24,BFF (Better French fries) Large (cheese),Mini Bites,4,Expired,30.0,120.0,1.0,January
2024-01-24,hot citron tea,Sans Coffee,2,Spoiled,22.0,44.0,1.0,January
2024-01-25,Product Name (special a),Sans Coffee,3,Quality issue,41.0,123.0,1.0,January
2024-01-25,triple caramel,Kôfē Frappé,2,Expired,48.0,96.0,1.0,January
2024-01-25,Chiz melt  (spam lite),Mini Bites,1,Over-prepared,27.0,27.0,1.0,January
2024-01-25,simple milk tea ,Sans Coffee,1,Expired,28.0,28.0,1.0,January
2024-01-26,Cookies ,Sans Coffee,2,Spoiled,18.0,36.0,1.0,January
2024-01-26,the SM tea,Sans Coffee,3,Expired,37.0,111.0,1.0,January
2024-01-26,Add_on (cheese),Sans Coffee,1,Over-prepared,12.0,12.0,1.0,January
2024-01-26,hot creamy barako,Sans Coffee,4,Over-prepared,19.0,76.0,1.0,January
2024-01-27,simple milk tea ,Sans Coffee,1,Over-prepared,28.0,28.0,1.0,January
2024-01-27,white mocha (hot),Coffee Based,4,Spoiled,42.0,168.0,1.0,January
2024-01-27,americano (hot),Coffee Based,2,Over-prepared,26.0,52.0,1.0,January
2024-01-27,Chicken fillet,Mini Bites,2,Spoiled,45.0,90.0,1.0,January
2024-01-28,French fries Spicy barbecue  (medium ),Mini Bites,1,Expired,18.0,18.0,1.0,January
2024-01-28,white mocha (iced),Coffee Based,4,Over-prepared,45.0,180.0,1.0,January
2024-01-28,brownie,Sans Coffee,2,Expired,21.0,42.0,1.0,January
2024-01-28,Belgian waffle  (strawberry chocolate ),Sans Coffee,2,Spoiled,27.0,54.0,1.0,January
2024-01-28,Brownies ,Sans Coffee,1,Over-prepared,21.0,21.0,1.0,January
2024-01-29,Add_on (seaweeds),Sans Coffee,2,Spoiled,8.0,16.0,1.0,January
2024-01-29,Belgian waffle  (strawberry chocolate ),Sans Coffee,1,Expired,27.0,27.0,1.0,January
2024-01-29,choco dinosaur latte,Sans Coffee,4,Over-prepared,35.0,140.0,1.0,January
2024-01-30,mocha (iced),Coffee Based,3,Over-prepared,35.0,105.0,1.0,January
2024-01-30,6 Chicken wings ,Mini Bites,4,Over-prepared,82.0,328.0,1.0,January
2024-01-30,Chicken fillet,Mini Bites,1,Expired,45.0,45.0,1.0,January
2024-01-30,americano (iced),Coffee Based,1,Expired,28.0,28.0,1.0,January
2024-01-31,caramel macchiato  (iced),Coffee Based,3,Over-prepared,35.0,105.0,1.0,January
2024-01-31,the Christmas drink (hot ),Signature Kôfē,2,Quality issue,32.0,64.0,1.0,January
2024-01-31,Brownies ,Sans Coffee,3,Over-prepared,21.0,63.0,1.0,January
2024-01-31,BFF (Better French fries)medium  (medium ),Mini Bites,1,Expired,15.0,15.0,1.0,January
2024-02-01,the Christmas drink (iced),Signature Kôfē,4,Expired,34.0,136.0,2.0,February
2024-02-01,mocha (hot),Coffee Based,4,Over-prepared,31.0,124.0,2.0,February
2024-02-01,Add_on (cheese),Sans Coffee,3,Spoiled,12.0,36.0,2.0,February
2024-02-01,Belgian waffle  (peanut butter ),Sans Coffee,3,Over-prepared,25.0,75.0,2.0,February
2024-02-02,Chiz melt  (ham),Mini Bites,2,Expired,26.0,52.0,2.0,February
2024-02-02,Belgian waffle  (peanut butter ),Sans Coffee,3,Expired,25.0,75.0,2.0,February
2024-02-02,Chicken fillet,Mini Bites,4,Over-prepared,45.0,180.0,2.0,February
2024-02-02,the super charged (25% more coffee)  (iced),Sans Coffee,4,Over-prepared,34.0,136.0,2.0,February
2024-02-03,Chicken pops (bbq),Mini Bites,1,Expired,50.0,50.0,2.0,February
2024-02-03,Chicken fillet,Mini Bites,4,Spoiled,45.0,180.0,2.0,February
2024-02-03,BFF (Better French fries) Large (cheese ),Mini Bites,4,Over-prepared,28.0,112.0,2.0,February
2024-02-03,matcha espresso fusion  (iced),Signature Kôfē,2,Spoiled,35.0,70.0,2.0,February
2024-02-03,triple caramel,Kôfē Frappé,4,Spoiled,48.0,192.0,2.0,February
2024-02-04,French fries Spicy barbecue  (medium ),Mini Bites,2,Spoiled,18.0,36.0,2.0,February
2024-02-04,mocha (hot),Coffee Based,3,Over-prepared,31.0,93.0,2.0,February
2024-02-04,FFFF (large cheese ),Sans Coffee,1,Quality issue,18.0,18.0,2.0,February
2024-02-04,Iced honey shaken espresso ,Signature Kôfē,1,Spoiled,36.0,36.0,2.0,February
2024-02-04,hot cocoa latte ,Sans Coffee,1,Over-prepared,32.0,32.0,2.0,February
2024-02-05,Chiz melt (bacon),Mini Bites,3,Expired,30.0,90.0,2.0,February
2024-02-05,white mocha  (iced),Coffee Based,2,Over-prepared,35.0,70.0,2.0,February
2024-02-05,Drip coffee  (barako),Sans Coffee,3,Expired,17.0,51.0,2.0,February
2024-02-05,Sinagtala lomi 20 pax,Mini Bites,1,Quality issue,360.0,360.0,2.0,February
2024-02-05,hot citron tea,Sans Coffee,4,Over-prepared,22.0,88.0,2.0,February
2024-02-06,premium barako,Sans Coffee,3,Expired,15.0,45.0,2.0,February
2024-02-06,BFF (Better French fries) Large (cheese ),Mini Bites,2,Over-prepared,28.0,56.0,2.0,February
2024-02-06,drip coffee (8 bags/pouch) (barako),Sans Coffee,1,Over-prepared,37.0,37.0,2.0,February
2024-02-07,street food sampler (medium),Sans Coffee,1,Over-prepared,16.0,16.0,2.0,February
2024-02-07,Overload lomi (malapot),Mini Bites,4,Over-prepared,99.0,396.0,2.0,February
2024-02-07,mocha (iced),Coffee Based,1,Spoiled,35.0,35.0,2.0,February
2024-02-07,caramel macchiato  (hot),Coffee Based,1,Spoiled,32.0,32.0,2.0,February
2024-02-08,blended cappuccino ,Kôfē Frappé,4,Spoiled,33.0,132.0,2.0,February
2024-02-08,simple milk tea ,Sans Coffee,4,Over-prepared,28.0,112.0,2.0,February
2024-02-08,BFF (Better French fries)medium  ( cheese ),Mini Bites,3,Expired,16.0,48.0,2.0,February
2024-02-08,FFFF (large bbq),Sans Coffee,3,Expired,18.0,54.0,2.0,February
2024-02-08,BFF (Better French fries)medium  (bbq ),Mini Bites,1,Expired,16.0,16.0,2.0,February
2024-02-09,iced premium barako,Sans Coffee,3,Quality issue,21.0,63.0,2.0,February
2024-02-09,Drip coffee  (barako),Sans Coffee,2,Over-prepared,17.0,34.0,2.0,February
2024-02-09,mango banana milk shake ,Kôfē Frappé,1,Spoiled,35.0,35.0,2.0,February
2024-02-09,the Christmas drink (iced),Signature Kôfē,2,Over-prepared,34.0,68.0,2.0,February
2024-02-10,Strawberry Reverie ,Sans Coffee,1,Over-prepared,39.0,39.0,2.0,February
2024-02-10,Add_on (egg),Sans Coffee,1,Expired,10.0,10.0,2.0,February
2024-02-10,white mocha (hot),Coffee Based,4,Over-prepared,42.0,168.0,2.0,February
2024-02-10,the super charged (25% more coffee)  (hot),Sans Coffee,4,Expired,31.0,124.0,2.0,February
2024-02-11,Overload lomi (malapot),Mini Bites,2,Expired,99.0,198.0,2.0,February
2024-02-11,BFF (Better French fries)medium  (sour cream),Mini Bites,1,Over-prepared,16.0,16.0,2.0,February
2024-02-11,americano (hot),Coffee Based,1,Quality issue,26.0,26.0,2.0,February
2024-02-11,triple caramel ,Kôfē Frappé,3,Over-prepared,38.0,114.0,2.0,February
2024-02-11,sparkling berry,Sans Coffee,1,Over-prepared,31.0,31.0,2.0,February
2024-02-12,French fries Spicy barbecue  (medium ),Mini Bites,1,Over-prepared,18.0,18.0,2.0,February
2024-02-12,Chicken wings (3pcs),Mini Bites,3,Spoiled,45.0,135.0,2.0,February
2024-02-12,Add_on (ham),Sans Coffee,3,Spoiled,15.0,45.0,2.0,February
2024-02-12,Product Name (special a),Sans Coffee,3,Spoiled,41.0,123.0,2.0,February
2024-02-13,super mocha ,Kôfē Frappé,4,Over-prepared,38.0,152.0,2.0,February
2024-02-13,BFF (Better French fries)medium  (medium ),Mini Bites,2,Over-prepared,15.0,30.0,2.0,February
2024-02-13,choco coated waffle,Sans Coffee,3,Over-prepared,21.0,63.0,2.0,February
2024-02-13,FFFF (large sc),Sans Coffee,2,Over-prepared,18.0,36.0,2.0,February
2024-02-14,extra shot,Sans Coffee,3,Spoiled,16.0,48.0,2.0,February
2024-02-14,Add_on (egg),Sans Coffee,1,Over-prepared,10.0,10.0,2.0,February
2024-02-14,iced creamy barako,Sans Coffee,1,Over-prepared,24.0,24.0,2.0,February
2024-02-14,BFF (Better French fries) Large (bbq),Mini Bites,1,Spoiled,28.0,28.0,2.0,February
2024-02-14,mango banana milk shake ,Kôfē Frappé,2,Expired,35.0,70.0,2.0,February
2024-02-15,the super charged (25% more coffee)  (iced),Sans Coffee,3,Expired,34.0,102.0,2.0,February
2024-02-15,super mocha ,Kôfē Frappé,3,Expired,38.0,114.0,2.0,February
2024-02-15,BFF (Better French fries) Large (cheese ),Mini Bites,4,Over-prepared,28.0,112.0,2.0,February
2024-02-15,Overload lomi (malabnaw),Mini Bites,2,Quality issue,99.0,198.0,2.0,February
2024-02-15,sparkling berry,Sans Coffee,2,Spoiled,31.0,62.0,2.0,February
2024-02-16,cappuccino  (hot),Coffee Based,2,Spoiled,29.0,58.0,2.0,February
2024-02-16,iced creamy barako,Sans Coffee,3,Expired,24.0,72.0,2.0,February
2024-02-16,blended cappuccino ,Kôfē Frappé,4,Over-prepared,33.0,132.0,2.0,February
2024-02-16,Extra Rice,Sans Coffee,1,Expired,5.0,5.0,2.0,February
2024-02-17,the Christmas drink (hot ),Signature Kôfē,1,Over-prepared,32.0,32.0,2.0,February
2024-02-17,French fries Spicy barbecue  (large ),Mini Bites,4,Over-prepared,30.0,120.0,2.0,February
2024-02-17,BFF (Better French fries)medium  (medium ),Mini Bites,3,Over-prepared,15.0,45.0,2.0,February
2024-02-17,FFFF (plain with catsup medium),Sans Coffee,2,Expired,8.0,16.0,2.0,February
2024-02-17,oreo overload Frappe,Kôfē Frappé,1,Expired,48.0,48.0,2.0,February
2024-02-18,hot citron tea,Sans Coffee,4,Spoiled,22.0,88.0,2.0,February
2024-02-18,Chiz melt  (bacon),Mini Bites,4,Expired,28.0,112.0,2.0,February
2024-02-18,Chiz melt  (ham),Mini Bites,2,Quality issue,26.0,52.0,2.0,February
2024-02-18,Chicken fillet,Mini Bites,1,Over-prepared,45.0,45.0,2.0,February
2024-02-18,FFFF (plain with catsup medium),Sans Coffee,1,Over-prepared,8.0,8.0,2.0,February
2024-02-18,Product Name (regular ),Sans Coffee,1,Expired,18.0,18.0,2.0,February
2024-02-19,Cold brew with foamy vanilla ,Sans Coffee,1,Over-prepared,31.0,31.0,2.0,February
2024-02-19,blended cappuccino ,Kôfē Frappé,4,Over-prepared,33.0,132.0,2.0,February
2024-02-19,the super charged (25% more coffee)  (iced),Sans Coffee,1,Expired,34.0,34.0,2.0,February
2024-02-19,Chicken wings (1 dozen),Mini Bites,3,Over-prepared,165.0,495.0,2.0,February
2024-02-20,Spanish latte (hot),Coffee Based,1,Over-prepared,29.0,29.0,2.0,February
2024-02-20,drip coffee (8 bags/pouch) (barako),Sans Coffee,3,Expired,37.0,111.0,2.0,February
2024-02-20,the Christmas drink (iced),Signature Kôfē,3,Quality issue,34.0,102.0,2.0,February
2024-02-20,belgian waffle plain ,Sans Coffee,1,Over-prepared,21.0,21.0,2.0,February
2024-02-21,FFFF (large cheese ),Sans Coffee,3,Spoiled,18.0,54.0,2.0,February
2024-02-21,Sinagtala lomi 20 pax,Mini Bites,1,Expired,360.0,360.0,2.0,February
2024-02-21,Chicken wings (1 dozen),Mini Bites,2,Over-prepared,165.0,330.0,2.0,February
2024-02-21,Spanish latte (hot),Coffee Based,1,Over-prepared,29.0,29.0,2.0,February
2024-02-22,hot creamy barako,Sans Coffee,1,Expired,19.0,19.0,2.0,February
2024-02-22,Belgian waffle  (strawberry chocolate ),Sans Coffee,3,Over-prepared,27.0,81.0,2.0,February
2024-02-22,iced creamy barako,Sans Coffee,4,Over-prepared,24.0,96.0,2.0,February
2024-02-22,Cold brew with foamy vanilla ,Sans Coffee,3,Over-prepared,31.0,93.0,2.0,February
2024-02-23,BFF (Better French fries)medium  (large),Mini Bites,1,Over-prepared,27.0,27.0,2.0,February
2024-02-23,dalgona ,Signature Kôfē,2,Over-prepared,32.0,64.0,2.0,February
2024-02-23,white mocha  (iced),Coffee Based,1,Expired,35.0,35.0,2.0,February
2024-02-23,Chicken fillet,Mini Bites,1,Expired,45.0,45.0,2.0,February
2024-02-24,simple milk tea ,Sans Coffee,2,Over-prepared,28.0,56.0,2.0,February
2024-02-24,BFF (Better French fries) Large (bbq),Mini Bites,2,Over-prepared,28.0,56.0,2.0,February
2024-02-24,Chicken wings (1 dozen),Mini Bites,1,Expired,165.0,165.0,2.0,February
2024-02-24,matcha Supreme latte (iced),Sans Coffee,1,Spoiled,35.0,35.0,2.0,February
2024-02-24,the super charged (25% more coffee)  (hot),Sans Coffee,2,Over-prepared,31.0,62.0,2.0,February
2024-02-25,Chiz melt  (bacon),Mini Bites,1,Quality issue,28.0,28.0,2.0,February
2024-02-25,matcha Supreme latte (iced),Sans Coffee,4,Quality issue,35.0,140.0,2.0,February
2024-02-25,caramel macchiato  (hot),Coffee Based,4,Expired,32.0,128.0,2.0,February
2024-02-25,Whipped Americano,Signature Kôfē,4,Over-prepared,36.0,144.0,2.0,February
2024-02-25,Iced honey shaken espresso ,Signature Kôfē,4,Spoiled,36.0,144.0,2.0,February
2024-02-25,belgian waffle plain ,Sans Coffee,3,Over-prepared,21.0,63.0,2.0,February
2024-02-26,the super charged (25% more coffee)  (iced),Sans Coffee,4,Expired,34.0,136.0,2.0,February
2024-02-26,caramel macchiato (iced),Coffee Based,1,Quality issue,45.0,45.0,2.0,February
2024-02-26,Chicken wings (3pcs),Mini Bites,2,Over-prepared,45.0,90.0,2.0,February
2024-02-26,Coffee Syphon (arabica),Sans Coffee,4,Over-prepared,30.0,120.0,2.0,February
2024-02-27,Iced honey shaken espresso ,Signature Kôfē,4,Spoiled,36.0,144.0,2.0,February
2024-02-27,the Christmas drink (iced),Signature Kôfē,3,Over-prepared,34.0,102.0,2.0,February
2024-02-27,FFFF (med sc),Sans Coffee,1,Quality issue,8.0,8.0,2.0,February
2024-02-27,brownie,Sans Coffee,3,Over-prepared,21.0,63.0,2.0,February
2024-02-28,Whipped Americano,Signature Kôfē,1,Quality issue,36.0,36.0,2.0,February
2024-02-28,Chicken pops (bbq),Mini Bites,3,Expired,50.0,150.0,2.0,February
2024-02-28,Add_on (egg),Sans Coffee,4,Spoiled,10.0,40.0,2.0,February
2024-02-28,white mocha  (iced),Coffee Based,1,Over-prepared,35.0,35.0,2.0,February
2024-02-29,simple milk tea ,Sans Coffee,1,Expired,28.0,28.0,2.0,February
2024-02-29,Add_on (kimchi),Sans Coffee,4,Over-prepared,15.0,60.0,2.0,February
2024-02-29,the Christmas drink (iced),Signature Kôfē,1,Spoiled,34.0,34.0,2.0,February
2024-02-29,Product Name (special b),Sans Coffee,2,Over-prepared,46.0,92.0,2.0,February
2024-03-01,white mocha  (hot),Coffee Based,3,Over-prepared,32.0,96.0,3.0,March
2024-03-01,Chiz melt  (ham),Mini Bites,3,Expired,26.0,78.0,3.0,March
2024-03-01,sparkling berry,Sans Coffee,4,Expired,31.0,124.0,3.0,March
2024-03-01,FFFF (large cheese ),Sans Coffee,4,Spoiled,18.0,72.0,3.0,March
2024-03-01,Cold brew with foamy vanilla ,Sans Coffee,1,Spoiled,31.0,31.0,3.0,March
2024-03-02,iced premium barako,Sans Coffee,4,Quality issue,21.0,84.0,3.0,March
2024-03-02,caramel macchiato (hot),Coffee Based,4,Over-prepared,42.0,168.0,3.0,March
2024-03-02,super mocha ,Kôfē Frappé,1,Over-prepared,38.0,38.0,3.0,March
2024-03-02,white mocha  (hot),Coffee Based,3,Expired,32.0,96.0,3.0,March
2024-03-02,Extra Rice,Sans Coffee,2,Over-prepared,5.0,10.0,3.0,March
2024-03-03,oreo overload Frappe,Kôfē Frappé,2,Over-prepared,48.0,96.0,3.0,March
2024-03-03,Chicken wings (half dozen),Mini Bites,3,Quality issue,82.0,246.0,3.0,March
2024-03-03,Chicken wings (1 dozen),Mini Bites,2,Spoiled,165.0,330.0,3.0,March
2024-03-03,oreo overload Frappe ,Kôfē Frappé,1,Spoiled,37.0,37.0,3.0,March
2024-03-03,Brownies ,Sans Coffee,1,Quality issue,21.0,21.0,3.0,March
2024-03-04,Overload lomi (malapot),Mini Bites,1,Quality issue,99.0,99.0,3.0,March
2024-03-04,Sinagtala lomi 20 pax,Mini Bites,2,Expired,360.0,720.0,3.0,March
2024-03-04,Product Name (special a),Sans Coffee,1,Over-prepared,41.0,41.0,3.0,March
2024-03-04,white mocha (hot),Coffee Based,1,Over-prepared,42.0,42.0,3.0,March
2024-03-05,white mocha (hot),Coffee Based,3,Spoiled,42.0,126.0,3.0,March
2024-03-05,americano (hot),Coffee Based,2,Over-prepared,26.0,52.0,3.0,March
2024-03-05,street food sampler (large),Sans Coffee,1,Over-prepared,28.0,28.0,3.0,March
2024-03-05,Chicken wings (extra rice ),Mini Bites,3,Over-prepared,4.0,12.0,3.0,March
2024-03-05,belgian waffle plain ,Sans Coffee,3,Expired,21.0,63.0,3.0,March
2024-03-06,matcha espresso fusion  (hot),Signature Kôfē,2,Spoiled,32.0,64.0,3.0,March
2024-03-06,Drip coffee  (barako),Sans Coffee,1,Over-prepared,17.0,17.0,3.0,March
2024-03-06,the SM tea,Sans Coffee,2,Over-prepared,37.0,74.0,3.0,March
2024-03-06,BFF (Better French fries) Large (bbq),Mini Bites,4,Over-prepared,28.0,112.0,3.0,March
2024-03-07,Chicken wings (3pcs),Mini Bites,2,Over-prepared,45.0,90.0,3.0,March
2024-03-07,white mocha (hot),Coffee Based,4,Expired,42.0,168.0,3.0,March
2024-03-07,mango banana milk shake ,Kôfē Frappé,4,Over-prepared,35.0,140.0,3.0,March
2024-03-07,Add_on (cheese),Sans Coffee,1,Over-prepared,12.0,12.0,3.0,March
2024-03-07,FFFF (large bbq),Sans Coffee,1,Expired,18.0,18.0,3.0,March
2024-03-08,Spanish latte (hot),Coffee Based,1,Quality issue,29.0,29.0,3.0,March
2024-03-08,Chicken wings (extra rice ),Mini Bites,4,Expired,4.0,16.0,3.0,March
2024-03-08,French fries Spicy barbecue  (large ),Mini Bites,2,Over-prepared,30.0,60.0,3.0,March
2024-03-08,Cold brew with foamy vanilla ,Sans Coffee,3,Over-prepared,31.0,93.0,3.0,March
2024-03-08,Add_on (egg),Sans Coffee,4,Over-prepared,10.0,40.0,3.0,March
2024-03-09,Ramen (regular),Mini Bites,4,Expired,17.0,68.0,3.0,March
2024-03-09,6 Chicken wings ,Mini Bites,1,Expired,82.0,82.0,3.0,March
2024-03-09,extra shot,Sans Coffee,3,Quality issue,16.0,48.0,3.0,March
2024-03-09,white mocha (hot),Coffee Based,4,Quality issue,42.0,168.0,3.0,March
2024-03-09,hot creamy barako,Sans Coffee,1,Expired,19.0,19.0,3.0,March
2024-03-09,Brownies ,Sans Coffee,2,Over-prepared,21.0,42.0,3.0,March
2024-03-10,Strawberry Reverie ,Sans Coffee,2,Expired,39.0,78.0,3.0,March
2024-03-10,sparkling berry,Sans Coffee,1,Over-prepared,31.0,31.0,3.0,March
2024-03-10,BFF (Better French fries)medium  (medium ),Mini Bites,3,Over-prepared,15.0,45.0,3.0,March
2024-03-10,the SM tea,Sans Coffee,1,Over-prepared,37.0,37.0,3.0,March
2024-03-10,Add_on (seaweeds),Sans Coffee,1,Over-prepared,8.0,8.0,3.0,March
2024-03-11,BFF (Better French fries)medium  (medium ),Mini Bites,3,Over-prepared,15.0,45.0,3.0,March
2024-03-11,Chicken wings (extra rice ),Mini Bites,3,Spoiled,4.0,12.0,3.0,March
2024-03-11,French fries Spicy barbecue  (medium ),Mini Bites,4,Expired,18.0,72.0,3.0,March
2024-03-11,extra shot,Sans Coffee,1,Over-prepared,16.0,16.0,3.0,March
2024-03-11,Add_on (seaweeds),Sans Coffee,3,Expired,8.0,24.0,3.0,March
2024-03-12,brownie,Sans Coffee,4,Spoiled,21.0,84.0,3.0,March
2024-03-12,BFF (Better French fries) Large (cheese ),Mini Bites,1,Spoiled,28.0,28.0,3.0,March
2024-03-12,Chicken pops (bbq),Mini Bites,4,Expired,50.0,200.0,3.0,March
2024-03-12,cappuccino  (hot),Coffee Based,1,Spoiled,29.0,29.0,3.0,March
2024-03-13,dirty coffee shake ,Kôfē Frappé,4,Over-prepared,38.0,152.0,3.0,March
2024-03-13,Add_on (cheese),Sans Coffee,4,Expired,12.0,48.0,3.0,March
2024-03-13,Sinagtala lomi 20 pax,Mini Bites,1,Over-prepared,360.0,360.0,3.0,March
2024-03-13,matcha espresso fusion  (iced),Signature Kôfē,2,Spoiled,35.0,70.0,3.0,March
2024-03-14,hot citron tea,Sans Coffee,3,Expired,22.0,66.0,3.0,March
2024-03-14,Chicken pops (bbq),Mini Bites,1,Over-prepared,50.0,50.0,3.0,March
2024-03-14,BFF (Better French fries) Large (cheese),Mini Bites,3,Expired,30.0,90.0,3.0,March
2024-03-14,matcha Supreme latte (iced),Sans Coffee,4,Expired,35.0,140.0,3.0,March
2024-03-14,mango banana milk shake ,Kôfē Frappé,2,Quality issue,35.0,70.0,3.0,March
2024-03-15,Add_on (cheese),Sans Coffee,2,Quality issue,12.0,24.0,3.0,March
2024-03-15,dirty coffee shake ,Kôfē Frappé,2,Expired,38.0,76.0,3.0,March
2024-03-15,triple caramel,Kôfē Frappé,3,Over-prepared,48.0,144.0,3.0,March
2024-03-15,Belgian waffle  (mango caramel ),Sans Coffee,3,Over-prepared,27.0,81.0,3.0,March
2024-03-15,Belgian waffle  (strawberry chocolate ),Sans Coffee,4,Over-prepared,27.0,108.0,3.0,March
2024-03-16,FFFF (large sc),Sans Coffee,1,Spoiled,18.0,18.0,3.0,March
2024-03-16,blended cappuccino ,Kôfē Frappé,4,Expired,33.0,132.0,3.0,March
2024-03-16,Overload lomi (malapot),Mini Bites,1,Over-prepared,99.0,99.0,3.0,March
2024-03-16,mango banana milk shake ,Kôfē Frappé,4,Expired,35.0,140.0,3.0,March
2024-03-16,choco coated waffle,Sans Coffee,4,Over-prepared,21.0,84.0,3.0,March
2024-03-16,extra shot,Sans Coffee,1,Spoiled,16.0,16.0,3.0,March
2024-03-17,caramel macchiato (iced),Coffee Based,4,Quality issue,45.0,180.0,3.0,March
2024-03-17,Belgian waffle  (mango caramel ),Sans Coffee,3,Over-prepared,27.0,81.0,3.0,March
2024-03-17,Spanish latte (hot),Coffee Based,1,Expired,29.0,29.0,3.0,March
2024-03-17,oreo overload Frappe,Kôfē Frappé,4,Spoiled,48.0,192.0,3.0,March
2024-03-17,matcha espresso fusion  (iced),Signature Kôfē,1,Over-prepared,35.0,35.0,3.0,March
2024-03-18, latte ,Coffee Based,4,Over-prepared,29.0,116.0,3.0,March
2024-03-18,Product Name (regular ),Sans Coffee,3,Spoiled,18.0,54.0,3.0,March
2024-03-18,Choco caramel decadence,Sans Coffee,3,Over-prepared,45.0,135.0,3.0,March
2024-03-18,Belgian waffle  (mango caramel ),Sans Coffee,4,Quality issue,27.0,108.0,3.0,March
2024-03-19,caramel macchiato (hot),Coffee Based,2,Over-prepared,42.0,84.0,3.0,March
2024-03-19,French fries Spicy barbecue  (medium ),Mini Bites,3,Over-prepared,18.0,54.0,3.0,March
2024-03-19,BFF (Better French fries) Large (cheese ),Mini Bites,3,Expired,28.0,84.0,3.0,March
2024-03-19,mango banana milk shake ,Kôfē Frappé,1,Expired,35.0,35.0,3.0,March
2024-03-19,Belgian waffle  (peanut butter ),Sans Coffee,4,Over-prepared,25.0,100.0,3.0,March
2024-03-20,simple milk tea ,Sans Coffee,3,Expired,28.0,84.0,3.0,March
2024-03-20,drip coffee (8 bags/pouch) (barako),Sans Coffee,4,Expired,37.0,148.0,3.0,March
2024-03-20,Chicken wings (1 dozen),Mini Bites,4,Expired,165.0,660.0,3.0,March
2024-03-20,iced creamy barako,Sans Coffee,4,Expired,24.0,96.0,3.0,March
2024-03-21,Extra Rice,Sans Coffee,1,Spoiled,5.0,5.0,3.0,March
2024-03-21,extra shot,Sans Coffee,3,Expired,16.0,48.0,3.0,March
2024-03-21,BFF (Better French fries) Large (sour cream),Mini Bites,4,Expired,28.0,112.0,3.0,March
2024-03-21,Add_on (egg),Sans Coffee,2,Over-prepared,10.0,20.0,3.0,March
2024-03-21,Chiz melt  (ham),Mini Bites,1,Expired,26.0,26.0,3.0,March
2024-03-22,Product Name (regular ),Sans Coffee,2,Over-prepared,18.0,36.0,3.0,March
2024-03-22,americano (iced),Coffee Based,1,Over-prepared,28.0,28.0,3.0,March
2024-03-22,white mocha  (iced),Coffee Based,3,Expired,35.0,105.0,3.0,March
2024-03-22,Cookies ,Sans Coffee,2,Quality issue,18.0,36.0,3.0,March
2024-03-22,6 Chicken wings ,Mini Bites,1,Over-prepared,82.0,82.0,3.0,March
2024-03-23,caramel macchiato  (hot),Coffee Based,2,Expired,32.0,64.0,3.0,March
2024-03-23,the Christmas drink (hot ),Signature Kôfē,4,Expired,32.0,128.0,3.0,March
2024-03-23,strawberry latte,Sans Coffee,1,Expired,36.0,36.0,3.0,March
2024-03-23,extra shot,Sans Coffee,4,Spoiled,16.0,64.0,3.0,March
2024-03-23,iced premium barako,Sans Coffee,3,Over-prepared,21.0,63.0,3.0,March
2024-03-23,BFF (Better French fries) Large (cheese),Mini Bites,3,Over-prepared,30.0,90.0,3.0,March
2024-03-24,FFFF (large sc),Sans Coffee,3,Spoiled,18.0,54.0,3.0,March
2024-03-24,Add_on (kimchi),Sans Coffee,2,Over-prepared,15.0,30.0,3.0,March
2024-03-24,Chicken wings (3pcs),Mini Bites,4,Expired,45.0,180.0,3.0,March
2024-03-24,Chicken wings (extra rice ),Mini Bites,3,Over-prepared,4.0,12.0,3.0,March
2024-03-24,Strawberry Reverie ,Sans Coffee,3,Over-prepared,39.0,117.0,3.0,March
2024-03-24,Ramen (regular),Mini Bites,1,Spoiled,17.0,17.0,3.0,March
2024-03-25,the Christmas drink (hot ),Signature Kôfē,4,Over-prepared,32.0,128.0,3.0,March
2024-03-25,Chicken fillet,Mini Bites,1,Spoiled,45.0,45.0,3.0,March
2024-03-25,oreo overload Frappe ,Kôfē Frappé,3,Over-prepared,37.0,111.0,3.0,March
2024-03-25,BFF (Better French fries) Large (cheese),Mini Bites,1,Over-prepared,30.0,30.0,3.0,March
2024-03-25,FFFF (plain with catsup medium),Sans Coffee,3,Over-prepared,8.0,24.0,3.0,March
2024-03-26,Add_on (seaweeds),Sans Coffee,2,Spoiled,8.0,16.0,3.0,March
2024-03-26,super mocha ,Kôfē Frappé,3,Over-prepared,38.0,114.0,3.0,March
2024-03-26,choco dinosaur latte,Sans Coffee,2,Over-prepared,35.0,70.0,3.0,March
