date,day_of_week,item,item_name,category,quantity,price,total,cost,is_weekend,hour,month,month_name,week,is_peak_hour
2023-05-21 14:43:28,Sunday,mocha (hot),mocha (hot),Coffee Based,1,99.0,99.0,29.7,True,14,5,May,20,False
2023-05-21 16:24:18,Sunday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,True,16,5,May,20,True
2023-05-21 16:24:18,Sunday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,16,5,May,20,True
2023-05-21 14:44:52,Sunday,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,True,14,5,May,20,False
2023-05-21 14:44:52,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,14,5,May,20,False
2023-05-21 16:14:23,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,True,16,5,May,20,True
2023-05-21 16:14:23,Sunday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,True,16,5,May,20,True
2023-05-21 18:03:26,Sunday,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.699999999999996,True,18,5,May,20,False
2023-05-21 18:05:04,Sunday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,18,5,May,20,False
2023-05-21 18:05:04,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,18,5,May,20,False
2023-05-21 18:05:04,Sunday,americano (iced),americano (iced),Coffee Based,1,89.0,89.0,26.7,True,18,5,May,20,False
2023-05-21 18:05:04,Sunday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,True,18,5,May,20,False
2023-05-21 18:29:48,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,18,5,May,20,False
2023-05-21 18:50:40,Sunday,triple caramel ,triple caramel ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,18,5,May,20,False
2023-05-21 18:50:40,Sunday,BFF (Better French fries)medium  (bbq ),BFF (Better French fries)medium  (bbq ),Mini Bites,1,50.0,50.0,15.0,True,18,5,May,20,False
2023-05-21 18:50:40,Sunday,Belgian waffle  (peanut butter ),Belgian waffle  (peanut butter ),Sans Coffee,1,80.0,80.0,24.0,True,18,5,May,20,False
2023-05-21 18:50:40,Sunday,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,True,18,5,May,20,False
2023-05-21 19:14:53,Sunday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,19,5,May,20,False
2023-05-21 19:14:53,Sunday,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,True,19,5,May,20,False
2023-05-21 19:14:53,Sunday,Product Name (special a),Product Name (special a),Sans Coffee,2,130.0,260.0,39.0,True,19,5,May,20,False
2023-05-21 19:46:54,Sunday, latte , latte ,Coffee Based,1,89.0,89.0,26.7,True,19,5,May,20,False
2023-05-21 21:00:22,Sunday,blended cappuccino ,blended cappuccino ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,True,21,5,May,20,False
2023-05-21 21:00:22,Sunday,americano (iced),americano (iced),Coffee Based,1,89.0,89.0,26.7,True,21,5,May,20,False
2023-05-21 21:00:22,Sunday,super mocha ,super mocha ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,21,5,May,20,False
2023-05-21 21:00:22,Sunday,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,2,99.0,198.0,29.7,True,21,5,May,20,False
2023-05-21 21:01:44,Sunday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,21,5,May,20,False
2023-05-22 19:32:45,Monday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,2,109.0,218.0,32.699999999999996,False,19,5,May,21,False
2023-05-22 19:32:45,Monday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,19,5,May,21,False
2023-05-22 19:32:45,Monday,BFF (Better French fries)medium  ( cheese ),BFF (Better French fries)medium  ( cheese ),Mini Bites,1,50.0,50.0,15.0,False,19,5,May,21,False
2023-05-22 19:35:18,Monday,BFF (Better French fries)medium  (bbq ),BFF (Better French fries)medium  (bbq ),Mini Bites,1,50.0,50.0,15.0,False,19,5,May,21,False
2023-05-23 15:02:57,Tuesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,15,5,May,21,True
2023-05-23 15:02:57,Tuesday,white mocha  (iced),white mocha  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,False,15,5,May,21,True
2023-05-23 15:02:57,Tuesday,cappuccino  (ice),cappuccino  (ice),Coffee Based,1,99.0,99.0,29.7,False,15,5,May,21,True
2023-05-23 17:07:11,Tuesday,mocha (hot),mocha (hot),Coffee Based,1,99.0,99.0,29.7,False,17,5,May,21,False
2023-05-23 17:07:11,Tuesday,cappuccino  (hot),cappuccino  (hot),Coffee Based,1,89.0,89.0,26.7,False,17,5,May,21,False
2023-05-23 17:07:11,Tuesday,Chiz melt  (ham),Chiz melt  (ham),Mini Bites,1,85.0,85.0,25.5,False,17,5,May,21,False
2023-05-23 17:07:11,Tuesday,Chiz melt  (spam lite),Chiz melt  (spam lite),Mini Bites,1,85.0,85.0,25.5,False,17,5,May,21,False
2023-05-23 17:25:43,Tuesday,BFF (Better French fries)medium  ( cheese ),BFF (Better French fries)medium  ( cheese ),Mini Bites,1,50.0,50.0,15.0,False,17,5,May,21,False
2023-05-23 18:19:14,Tuesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,False,18,5,May,21,False
2023-05-23 18:19:14,Tuesday,BFF (Better French fries)medium  (sour cream),BFF (Better French fries)medium  (sour cream),Mini Bites,1,50.0,50.0,15.0,False,18,5,May,21,False
2023-05-23 18:19:14,Tuesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,False,18,5,May,21,False
2023-05-23 18:19:14,Tuesday,BFF (Better French fries)medium  (sour cream),BFF (Better French fries)medium  (sour cream),Mini Bites,1,50.0,50.0,15.0,False,18,5,May,21,False
2023-05-23 18:19:14,Tuesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,False,18,5,May,21,False
2023-05-23 18:19:14,Tuesday,BFF (Better French fries)medium  (sour cream),BFF (Better French fries)medium  (sour cream),Mini Bites,1,50.0,50.0,15.0,False,18,5,May,21,False
2023-05-23 18:46:22,Tuesday,Chiz melt  (spam lite),Chiz melt  (spam lite),Mini Bites,1,85.0,85.0,25.5,False,18,5,May,21,False
2023-05-23 18:46:22,Tuesday,Chiz melt  (spam lite),Chiz melt  (spam lite),Mini Bites,1,85.0,85.0,25.5,False,18,5,May,21,False
2023-05-23 20:19:35,Tuesday,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,False,20,5,May,21,False
2023-05-23 20:19:35,Tuesday,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,20,5,May,21,False
2023-05-23 20:19:35,Tuesday,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,False,20,5,May,21,False
2023-05-23 21:10:18,Tuesday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,21,5,May,21,False
2023-05-23 21:10:18,Tuesday,sparkling berry,sparkling berry,Sans Coffee,1,99.0,99.0,29.7,False,21,5,May,21,False
2023-05-23 21:10:18,Tuesday,street food sampler (medium),street food sampler (medium),Sans Coffee,1,50.0,50.0,15.0,False,21,5,May,21,False
2023-05-24 17:17:04,Wednesday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,5,May,21,False
2023-05-24 17:17:04,Wednesday,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,1,99.0,99.0,29.7,False,17,5,May,21,False
2023-05-24 17:17:04,Wednesday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,17,5,May,21,False
2023-05-24 17:16:42,Wednesday,BFF (Better French fries)medium  ( cheese ),BFF (Better French fries)medium  ( cheese ),Mini Bites,1,50.0,50.0,15.0,False,17,5,May,21,False
2023-05-24 17:16:42,Wednesday,BFF (Better French fries)medium  (sour cream),BFF (Better French fries)medium  (sour cream),Mini Bites,1,50.0,50.0,15.0,False,17,5,May,21,False
2023-05-24 17:16:42,Wednesday,Cookies ,Cookies ,Sans Coffee,1,59.0,59.0,17.7,False,17,5,May,21,False
2023-05-24 17:50:50,Wednesday,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,False,17,5,May,21,False
2023-05-24 17:50:50,Wednesday,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,False,17,5,May,21,False
2023-05-24 17:50:50,Wednesday,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.699999999999996,False,17,5,May,21,False
2023-05-25 16:26:40,Thursday,Spanish latte (iced),Spanish latte (iced),Coffee Based,2,99.0,198.0,29.7,False,16,5,May,21,True
2023-05-25 16:26:40,Thursday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,3,109.0,327.0,32.699999999999996,False,16,5,May,21,True
2023-05-25 16:26:40,Thursday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,16,5,May,21,True
2023-05-25 16:26:40,Thursday,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,False,16,5,May,21,True
2023-05-25 16:26:40,Thursday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,16,5,May,21,True
2023-05-25 17:04:35,Thursday,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,False,17,5,May,21,False
2023-05-25 17:04:35,Thursday,brownie,brownie,Sans Coffee,1,69.0,69.0,20.7,False,17,5,May,21,False
2023-05-25 17:04:35,Thursday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,5,May,21,False
2023-05-25 17:50:18,Thursday,street food sampler (medium),street food sampler (medium),Sans Coffee,1,50.0,50.0,15.0,False,17,5,May,21,False
2023-05-25 17:50:18,Thursday,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,False,17,5,May,21,False
2023-05-25 17:50:18,Thursday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,5,May,21,False
2023-05-25 18:19:39,Thursday,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,False,18,5,May,21,False
2023-05-25 18:19:39,Thursday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,18,5,May,21,False
2023-05-25 19:28:41,Thursday,hot cocoa latte ,hot cocoa latte ,Sans Coffee,3,99.0,297.0,29.7,False,19,5,May,21,False
2023-05-25 19:28:41,Thursday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,19,5,May,21,False
2023-05-26 16:56:15,Friday,dirty coffee shake ,dirty coffee shake ,Kôfē Frappé,2,119.0,238.0,35.699999999999996,False,16,5,May,21,True
2023-05-26 16:56:15,Friday,Product Name (regular ),Product Name (regular ),Sans Coffee,1,110.0,110.0,18.0,False,16,5,May,21,True
2023-05-26 16:56:15,Friday,Belgian waffle  (peanut butter ),Belgian waffle  (peanut butter ),Sans Coffee,1,80.0,80.0,24.0,False,16,5,May,21,True
2023-05-26 16:56:15,Friday,Belgian waffle  (strawberry chocolate ),Belgian waffle  (strawberry chocolate ),Sans Coffee,1,85.0,85.0,25.5,False,16,5,May,21,True
2023-05-26 17:47:48,Friday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,17,5,May,21,False
2023-05-26 17:50:15,Friday,simple milk tea ,simple milk tea ,Sans Coffee,1,89.0,89.0,26.7,False,17,5,May,21,False
2023-05-26 17:50:15,Friday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,5,May,21,False
2023-05-26 17:50:15,Friday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,17,5,May,21,False
2023-05-26 18:37:02,Friday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,18,5,May,21,False
2023-05-26 18:37:02,Friday,Cold brew with foamy vanilla ,Cold brew with foamy vanilla ,Sans Coffee,1,99.0,99.0,29.7,False,18,5,May,21,False
2023-05-26 18:37:02,Friday,Cookies ,Cookies ,Sans Coffee,1,59.0,59.0,17.7,False,18,5,May,21,False
2023-05-26 18:37:02,Friday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,18,5,May,21,False
2023-05-26 18:37:02,Friday,Cold brew with foamy vanilla ,Cold brew with foamy vanilla ,Sans Coffee,1,99.0,99.0,29.7,False,18,5,May,21,False
2023-05-26 18:37:02,Friday,Cookies ,Cookies ,Sans Coffee,1,59.0,59.0,17.7,False,18,5,May,21,False
2023-05-26 18:52:34,Friday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,18,5,May,21,False
2023-05-27 21:03:49,Saturday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,True,21,5,May,21,False
2023-05-27 21:03:49,Saturday,BFF (Better French fries)medium  (bbq ),BFF (Better French fries)medium  (bbq ),Mini Bites,1,50.0,50.0,15.0,True,21,5,May,21,False
2023-05-27 21:03:49,Saturday,street food sampler (medium),street food sampler (medium),Sans Coffee,1,50.0,50.0,15.0,True,21,5,May,21,False
2023-05-27 17:52:29,Saturday,BFF (Better French fries)medium  ( cheese ),BFF (Better French fries)medium  ( cheese ),Mini Bites,1,50.0,50.0,15.0,True,17,5,May,21,False
2023-05-27 17:52:59,Saturday,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,True,17,5,May,21,False
2023-05-27 19:56:53,Saturday,belgian waffle plain ,belgian waffle plain ,Sans Coffee,1,65.0,65.0,19.5,True,19,5,May,21,False
2023-05-27 19:56:53,Saturday, latte , latte ,Coffee Based,1,89.0,89.0,26.7,True,19,5,May,21,False
2023-05-27 19:56:53,Saturday,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,True,19,5,May,21,False
2023-05-27 19:56:53,Saturday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,True,19,5,May,21,False
2023-05-27 20:06:13,Saturday,hot cocoa latte ,hot cocoa latte ,Sans Coffee,2,99.0,198.0,29.7,True,20,5,May,21,False
2023-05-27 20:06:13,Saturday,mocha (hot),mocha (hot),Coffee Based,2,99.0,198.0,29.7,True,20,5,May,21,False
2023-05-28 16:06:48,Sunday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,16,5,May,21,True
2023-05-28 16:06:48,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,16,5,May,21,True
2023-05-28 16:08:03,Sunday,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.699999999999996,True,16,5,May,21,True
2023-05-28 16:08:03,Sunday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,True,16,5,May,21,True
2023-05-28 16:08:03,Sunday,Cookies ,Cookies ,Sans Coffee,1,59.0,59.0,17.7,True,16,5,May,21,True
2023-05-28 16:08:03,Sunday,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,True,16,5,May,21,True
2023-05-28 16:16:01,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,16,5,May,21,True
2023-05-28 16:16:01,Sunday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,True,16,5,May,21,True
2023-05-28 16:16:01,Sunday,Brownies ,Brownies ,Sans Coffee,1,69.0,69.0,20.7,True,16,5,May,21,True
2023-05-28 17:26:29,Sunday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,True,17,5,May,21,False
2023-05-28 17:26:29,Sunday,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,True,17,5,May,21,False
2023-05-28 17:48:42,Sunday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,17,5,May,21,False
2023-05-28 17:48:42,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,17,5,May,21,False
2023-05-28 18:26:51,Sunday,triple caramel ,triple caramel ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,18,5,May,21,False
2023-05-28 18:26:51,Sunday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,18,5,May,21,False
2023-05-28 18:26:51,Sunday,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,True,18,5,May,21,False
2023-05-28 18:49:30,Sunday,white mocha  (iced),white mocha  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,True,18,5,May,21,False
2023-05-28 18:49:30,Sunday,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,True,18,5,May,21,False
2023-05-28 18:49:30,Sunday,belgian waffle plain ,belgian waffle plain ,Sans Coffee,1,65.0,65.0,19.5,True,18,5,May,21,False
2023-05-28 19:39:49,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,True,19,5,May,21,False
2023-05-28 20:09:06,Sunday,mocha (hot),mocha (hot),Coffee Based,4,99.0,396.0,29.7,True,20,5,May,21,False
2023-05-29 18:59:47,Monday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,18,5,May,22,False
2023-05-29 18:59:47,Monday,triple caramel ,triple caramel ,Kôfē Frappé,2,119.0,238.0,35.699999999999996,False,18,5,May,22,False
2023-05-29 18:59:47,Monday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,3,109.0,327.0,32.699999999999996,False,18,5,May,22,False
2023-05-29 18:59:19,Monday,triple caramel ,triple caramel ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,18,5,May,22,False
2023-05-29 19:13:23,Monday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,19,5,May,22,False
2023-05-29 19:13:23,Monday,Cold brew with foamy vanilla ,Cold brew with foamy vanilla ,Sans Coffee,1,99.0,99.0,29.7,False,19,5,May,22,False
2023-05-29 19:14:06,Monday,Belgian waffle  (strawberry chocolate ),Belgian waffle  (strawberry chocolate ),Sans Coffee,1,85.0,85.0,25.5,False,19,5,May,22,False
2023-05-29 19:14:06,Monday,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,False,19,5,May,22,False
2023-05-29 19:47:41,Monday,kofetala special blend ,kofetala special blend ,Sans Coffee,1,109.0,109.0,32.699999999999996,False,19,5,May,22,False
2023-05-29 19:47:41,Monday,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,False,19,5,May,22,False
2023-05-30 17:58:51,Tuesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,False,17,5,May,22,False
2023-05-30 17:58:51,Tuesday,white mocha  (hot),white mocha  (hot),Coffee Based,1,99.0,99.0,29.7,False,17,5,May,22,False
2023-05-30 17:58:51,Tuesday,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,17,5,May,22,False
2023-05-30 18:11:16,Tuesday,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,False,18,5,May,22,False
2023-05-30 18:11:16,Tuesday,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,False,18,5,May,22,False
2023-05-30 19:08:17,Tuesday,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,False,19,5,May,22,False
2023-05-30 19:08:17,Tuesday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,19,5,May,22,False
2023-05-31 14:35:20,Wednesday,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.699999999999996,False,14,5,May,22,False
2023-05-31 14:35:20,Wednesday,super mocha ,super mocha ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,14,5,May,22,False
2023-05-31 14:44:07,Wednesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,14,5,May,22,False
2023-05-31 14:44:07,Wednesday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,14,5,May,22,False
2023-05-31 15:19:21,Wednesday,Belgian waffle  (strawberry chocolate ),Belgian waffle  (strawberry chocolate ),Sans Coffee,1,85.0,85.0,25.5,False,15,5,May,22,True
2023-05-31 17:11:06,Wednesday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,5,May,22,False
2023-05-31 17:11:06,Wednesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,5,May,22,False
2023-05-31 20:08:59,Wednesday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,20,5,May,22,False
2023-05-31 20:08:59,Wednesday,BFF (Better French fries)medium  ( cheese ),BFF (Better French fries)medium  ( cheese ),Mini Bites,1,50.0,50.0,15.0,False,20,5,May,22,False
2023-05-31 20:09:18,Wednesday,Product Name (regular ),Product Name (regular ),Sans Coffee,2,110.0,220.0,18.0,False,20,5,May,22,False
2023-05-31 20:46:26,Wednesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,20,5,May,22,False
2023-05-31 20:46:26,Wednesday,triple caramel ,triple caramel ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,20,5,May,22,False
2023-05-31 20:55:13,Wednesday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,20,5,May,22,False
2023-05-31 20:57:06,Wednesday,super mocha ,super mocha ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,20,5,May,22,False
2023-05-31 21:05:35,Wednesday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,21,5,May,22,False
2023-05-31 21:17:54,Wednesday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,21,5,May,22,False
2023-06-01 20:50:12,Thursday,BFF (Better French fries)medium  ( cheese ),BFF (Better French fries)medium  ( cheese ),Mini Bites,2,50.0,100.0,15.0,False,20,6,June,22,False
2023-06-01 20:51:36,Thursday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,20,6,June,22,False
2023-06-01 20:51:36,Thursday,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,20,6,June,22,False
2023-06-01 20:51:54,Thursday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,20,6,June,22,False
2023-06-01 20:52:07,Thursday,super mocha ,super mocha ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,20,6,June,22,False
2023-06-01 20:52:24,Thursday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,20,6,June,22,False
2023-06-01 20:52:24,Thursday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,20,6,June,22,False
2023-06-02 16:35:01,Friday,BFF (Better French fries)medium  ( cheese ),BFF (Better French fries)medium  ( cheese ),Mini Bites,1,50.0,50.0,15.0,False,16,6,June,22,True
2023-06-02 16:42:27,Friday,white mocha  (hot),white mocha  (hot),Coffee Based,1,99.0,99.0,29.7,False,16,6,June,22,True
2023-06-02 16:42:27,Friday,cappuccino  (hot),cappuccino  (hot),Coffee Based,1,89.0,89.0,26.7,False,16,6,June,22,True
2023-06-02 16:42:27,Friday,mocha (hot),mocha (hot),Coffee Based,1,99.0,99.0,29.7,False,16,6,June,22,True
2023-06-02 21:03:57,Friday,BFF (Better French fries)medium  ( cheese ),BFF (Better French fries)medium  ( cheese ),Mini Bites,1,50.0,50.0,15.0,False,21,6,June,22,False
2023-06-03 16:35:50,Saturday,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,True,16,6,June,22,True
2023-06-03 16:14:32,Saturday,Brownies ,Brownies ,Sans Coffee,1,69.0,69.0,20.7,True,16,6,June,22,True
2023-06-03 16:14:32,Saturday,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,True,16,6,June,22,True
2023-06-03 16:14:32,Saturday,hot citron tea,hot citron tea,Sans Coffee,1,69.0,69.0,20.7,True,16,6,June,22,True
2023-06-03 16:35:06,Saturday,Belgian waffle  (mango caramel ),Belgian waffle  (mango caramel ),Sans Coffee,1,85.0,85.0,25.5,True,16,6,June,22,True
2023-06-03 16:49:31,Saturday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,16,6,June,22,True
2023-06-03 16:49:31,Saturday,dalgona ,dalgona ,Signature Kôfē,1,99.0,99.0,29.7,True,16,6,June,22,True
2023-06-03 16:49:31,Saturday,Chiz melt  (spam lite),Chiz melt  (spam lite),Mini Bites,1,85.0,85.0,25.5,True,16,6,June,22,True
2023-06-03 17:36:50,Saturday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,17,6,June,22,False
2023-06-03 17:36:50,Saturday,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,True,17,6,June,22,False
2023-06-03 17:38:10,Saturday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,17,6,June,22,False
2023-06-03 18:15:16,Saturday,Cold brew with foamy vanilla ,Cold brew with foamy vanilla ,Sans Coffee,1,99.0,99.0,29.7,True,18,6,June,22,False
2023-06-03 18:58:52,Saturday,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,True,18,6,June,22,False
2023-06-03 18:58:52,Saturday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,True,18,6,June,22,False
