date,day_of_week,item,item_name,category,quantity,price,total,cost,is_weekend,hour,month,month_name,week,is_peak_hour,day_name,quarter,week_number,date_only,is_dry_season,gross_profit,profit_margin,revenue,total_cost,transaction_profit,waste_rate,estimated_waste_qty,estimated_waste_cost,is_high_waste_item,daily_qty,rolling_7d_avg,rolling_30d_avg,lag_1d,demand_trend,spoilage_risk_num,spoilage_risk_label,menu_performance,menu_performance_num,item_encoded,cat_Coffee Based,cat_Kôfē Frappé,cat_Mini Bites,cat_Sans Coffee,cat_Signature Kôfē
2023-09-07 20:09:49,3,simple milk tea ,simple milk tea ,Sans Coffee,2,89.0,178.0,26.7,0,20,9,September,36,0,Thursday,3,36,2023-09-07,0,62.3,0.7,178.0,53.4,124.6,0.07,0.14,3.74,0,3,1.71,1.6,3.0,0.0687,0,Low Risk,Keep,2,52,0,0,0,1,0
2023-09-07 20:09:49,3,choco dinosaur latte,choco dinosaur latte,Sans Coffee,2,109.0,218.0,32.7,0,20,9,September,36,0,Thursday,3,36,2023-09-07,0,76.3,0.7,218.0,65.4,152.6,0.07,0.14,4.58,0,2,2.14,2.3,5.0,-0.0696,1,Medium Risk,Keep,2,10,0,0,0,1,0
2023-09-07 20:09:49,3,hot citron tea,hot citron tea,Sans Coffee,1,69.0,69.0,20.7,0,20,9,September,36,0,Thursday,3,36,2023-09-07,0,48.3,0.7,69.0,20.7,48.3,0.07,0.07,1.45,0,1,1.14,1.56,1.0,-0.2692,1,Medium Risk,Improve,1,22,0,0,0,1,0
2023-09-07 20:12:05,3,super mocha ,super mocha ,Kôfē Frappé,2,119.0,238.0,35.7,0,20,9,September,36,0,Thursday,3,36,2023-09-07,0,83.3,0.7,238.0,71.4,166.6,0.08,0.16,5.71,0,2,1.43,1.3,1.0,0.1,0,Low Risk,Keep,2,47,0,1,0,0,0
2023-09-07 20:12:05,3,blended cappuccino ,blended cappuccino ,Kôfē Frappé,4,109.0,436.0,32.7,0,20,9,September,36,0,Thursday,3,36,2023-09-07,0,76.3,0.7,436.0,130.8,305.2,0.08,0.32,10.46,0,4,1.0,1.08,1.0,-0.0741,1,Medium Risk,Improve,1,26,0,1,0,0,0
2023-09-08 15:59:54,4,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.7,0,15,9,September,36,1,Friday,3,36,2023-09-08,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,2,1.43,1.33,2.0,0.0752,0,Low Risk,Keep,2,4,0,0,0,1,0
2023-09-08 15:59:54,4,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.7,0,15,9,September,36,1,Friday,3,36,2023-09-08,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,2,1.71,1.4,1.0,0.2214,0,Low Risk,Keep,2,9,0,0,0,1,0
2023-09-08 17:13:00,4,Chiz melt  (ham),Chiz melt  (ham),Mini Bites,1,85.0,85.0,25.5,0,17,9,September,36,0,Friday,3,36,2023-09-08,0,59.5,0.7,85.0,25.5,59.5,0.15,0.15,3.82,1,1,1.43,1.37,1.0,0.0438,1,Medium Risk,Improve,1,55,0,0,1,0,0
2023-09-08 17:13:00,4,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,1,99.0,99.0,29.7,0,17,9,September,36,0,Friday,3,36,2023-09-08,0,69.3,0.7,99.0,29.7,69.3,0.05,0.05,1.48,0,1,2.0,1.7,2.0,0.1765,0,Low Risk,Keep,2,28,1,0,0,0,0
2023-09-08 17:13:00,4,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.7,0,17,9,September,36,0,Friday,3,36,2023-09-08,0,83.3,0.7,119.0,35.7,83.3,0.08,0.08,2.86,0,1,1.71,2.1,4.0,-0.1857,1,Medium Risk,Keep,2,27,0,1,0,0,0
2023-09-08 17:55:20,4,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.7,0,17,9,September,36,0,Friday,3,36,2023-09-08,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,1,2.14,2.27,2.0,-0.0573,1,Medium Risk,Keep,2,10,0,0,0,1,0
2023-09-08 17:55:20,4,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,0,17,9,September,36,0,Friday,3,36,2023-09-08,0,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,1,1.43,1.5,1.0,-0.0467,1,Medium Risk,Keep,2,45,0,0,1,0,0
2023-09-08 21:05:47,4,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.7,0,21,9,September,36,0,Friday,3,36,2023-09-08,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,2,1.71,1.4,1.0,0.2214,0,Low Risk,Keep,2,9,0,0,0,1,0
2023-09-08 21:05:47,4,Chiz melt  (spam lite),Chiz melt  (spam lite),Mini Bites,1,85.0,85.0,25.5,0,21,9,September,36,0,Friday,3,36,2023-09-08,0,59.5,0.7,85.0,25.5,59.5,0.15,0.15,3.82,1,1,1.14,1.23,1.0,-0.0732,1,Medium Risk,Keep,2,37,0,0,1,0,0
2023-09-08 21:05:47,4,triple caramel ,triple caramel ,Kôfē Frappé,1,119.0,119.0,35.7,0,21,9,September,36,0,Friday,3,36,2023-09-08,0,83.3,0.7,119.0,35.7,83.3,0.08,0.08,2.86,0,1,1.57,1.43,1.0,0.0979,0,Low Risk,Keep,2,35,0,1,0,0,0
2023-09-08 21:05:47,4,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.7,0,21,9,September,36,0,Friday,3,36,2023-09-08,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,2,1.43,1.33,2.0,0.0752,0,Low Risk,Keep,2,4,0,0,0,1,0
2023-09-08 21:05:47,4,Brownies ,Brownies ,Sans Coffee,1,69.0,69.0,20.7,0,21,9,September,36,0,Friday,3,36,2023-09-08,0,48.3,0.7,69.0,20.7,48.3,0.07,0.07,1.45,0,1,1.71,1.57,1.0,0.0892,0,Low Risk,Improve,1,64,0,0,0,1,0
2023-09-08 21:05:47,4,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,0,21,9,September,36,0,Friday,3,36,2023-09-08,0,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,1,1.29,1.37,1.0,-0.0584,1,Medium Risk,Keep,2,18,0,0,1,0,0
2023-09-09 15:40:03,5,triple caramel ,triple caramel ,Kôfē Frappé,2,119.0,238.0,35.7,1,15,9,September,36,1,Saturday,3,36,2023-09-09,0,83.3,0.7,238.0,71.4,166.6,0.08,0.16,5.71,0,2,1.0,1.4,1.0,-0.2857,1,Medium Risk,Keep,2,35,0,1,0,0,0
2023-09-09 15:40:03,5,super mocha ,super mocha ,Kôfē Frappé,3,119.0,357.0,35.7,1,15,9,September,36,1,Saturday,3,36,2023-09-09,0,83.3,0.7,357.0,107.10000000000001,249.89999999999998,0.08,0.24,8.57,0,3,1.57,1.33,2.0,0.1805,0,Low Risk,Keep,2,47,0,1,0,0,0
2023-09-09 14:51:45,5,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,1,14,9,September,36,0,Saturday,3,36,2023-09-09,0,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,2,1.29,1.3,1.0,-0.0077,1,Medium Risk,Keep,2,18,0,0,1,0,0
2023-09-09 14:52:51,5,the Christmas drink (iced),the Christmas drink (iced),Signature Kôfē,1,109.0,109.0,32.7,1,14,9,September,36,0,Saturday,3,36,2023-09-09,0,76.3,0.7,109.0,32.7,76.3,0.06,0.06,1.96,0,1,1.5,1.5,1.0,0.0,0,Low Risk,Improve,1,56,0,0,0,0,1
2023-09-09 14:52:51,5,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,1,14,9,September,36,0,Saturday,3,36,2023-09-09,0,69.3,0.7,99.0,29.7,69.3,0.05,0.05,1.48,0,1,1.14,1.3,2.0,-0.1231,1,Medium Risk,Keep,2,6,1,0,0,0,0
2023-09-09 15:10:23,5,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,1,99.0,99.0,29.7,1,15,9,September,36,1,Saturday,3,36,2023-09-09,0,69.3,0.7,99.0,29.7,69.3,0.05,0.05,1.48,0,1,1.57,1.63,1.0,-0.0368,1,Medium Risk,Keep,2,28,1,0,0,0,0
2023-09-09 15:39:45,5,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.7,1,15,9,September,36,1,Saturday,3,36,2023-09-09,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,2,1.71,1.5,1.0,0.14,0,Low Risk,Keep,2,30,1,0,0,0,0
2023-09-09 16:44:32,5,kofetala special blend ,kofetala special blend ,Sans Coffee,1,109.0,109.0,32.7,1,16,9,September,36,1,Saturday,3,36,2023-09-09,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,2,2.0,1.67,1.0,0.1976,0,Low Risk,Improve,1,25,0,0,0,1,0
2023-09-09 16:45:50,5,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,1,109.0,109.0,32.7,1,16,9,September,36,1,Saturday,3,36,2023-09-09,0,76.3,0.7,109.0,32.7,76.3,0.08,0.08,2.62,0,1,1.57,1.4,2.0,0.1214,0,Low Risk,Keep,2,36,0,1,0,0,0
2023-09-09 16:45:50,5,kofetala special blend ,kofetala special blend ,Sans Coffee,1,109.0,109.0,32.7,1,16,9,September,36,1,Saturday,3,36,2023-09-09,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,2,2.0,1.67,1.0,0.1976,0,Low Risk,Improve,1,25,0,0,0,1,0
2023-09-09 16:59:25,5,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.7,1,16,9,September,36,1,Saturday,3,36,2023-09-09,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,1,1.57,2.23,1.0,-0.296,1,Medium Risk,Keep,2,24,1,0,0,0,0
2023-09-09 16:59:25,5,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.7,1,16,9,September,36,1,Saturday,3,36,2023-09-09,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,2,2.0,2.23,1.0,-0.1031,1,Medium Risk,Keep,2,10,0,0,0,1,0
2023-09-09 16:59:25,5,Product Name (regular ),Product Name (regular ),Sans Coffee,1,110.0,110.0,18.0,1,16,9,September,36,1,Saturday,3,36,2023-09-09,0,92.0,0.8364,110.0,18.0,92.0,0.07,0.07,1.26,0,2,1.29,1.53,2.0,-0.1569,1,Medium Risk,Keep,2,40,0,0,0,1,0
2023-09-09 17:22:04,5,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,1,17,9,September,36,0,Saturday,3,36,2023-09-09,0,55.3,0.7,79.0,23.7,55.3,0.05,0.05,1.18,0,1,1.57,1.23,1.0,0.2764,0,Low Risk,Keep,2,23,1,0,0,0,0
2023-09-09 17:22:04,5,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.7,1,17,9,September,36,0,Saturday,3,36,2023-09-09,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,2,1.71,1.5,1.0,0.14,0,Low Risk,Keep,2,30,1,0,0,0,0
2023-09-09 20:29:48,5,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,1,20,9,September,36,0,Saturday,3,36,2023-09-09,0,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,1,1.14,1.5,1.0,-0.24,2,High Risk,Keep,2,45,0,0,1,0,0
2023-09-09 20:29:48,5,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,1,20,9,September,36,0,Saturday,3,36,2023-09-09,0,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,2,1.29,1.3,1.0,-0.0077,1,Medium Risk,Keep,2,18,0,0,1,0,0
2023-09-09 20:29:48,5,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,1,20,9,September,36,0,Saturday,3,36,2023-09-09,0,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,2,1.57,1.6,1.0,-0.0187,1,Medium Risk,Keep,2,31,0,0,1,0,0
2023-09-09 21:12:46,5,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.7,1,21,9,September,36,0,Saturday,3,36,2023-09-09,0,83.3,0.7,119.0,35.7,83.3,0.08,0.08,2.86,0,2,1.57,2.1,1.0,-0.2524,1,Medium Risk,Keep,2,27,0,1,0,0,0
2023-09-09 21:12:46,5,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.7,1,21,9,September,36,0,Saturday,3,36,2023-09-09,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,1,1.43,1.37,2.0,0.0438,0,Low Risk,Keep,2,4,0,0,0,1,0
2023-09-09 21:13:32,5,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.7,1,21,9,September,36,0,Saturday,3,36,2023-09-09,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,2,2.0,2.23,1.0,-0.1031,1,Medium Risk,Keep,2,10,0,0,0,1,0
2023-09-09 21:13:32,5,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.7,1,21,9,September,36,0,Saturday,3,36,2023-09-09,0,83.3,0.7,119.0,35.7,83.3,0.08,0.08,2.86,0,2,1.57,2.1,1.0,-0.2524,1,Medium Risk,Keep,2,27,0,1,0,0,0
2023-09-09 21:14:05,5,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,1,21,9,September,36,0,Saturday,3,36,2023-09-09,0,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,2,1.57,1.6,1.0,-0.0187,1,Medium Risk,Keep,2,31,0,0,1,0,0
2023-09-09 21:44:22,5,Product Name (regular ),Product Name (regular ),Sans Coffee,1,110.0,110.0,18.0,1,21,9,September,36,0,Saturday,3,36,2023-09-09,0,92.0,0.8364,110.0,18.0,92.0,0.07,0.07,1.26,0,2,1.29,1.53,2.0,-0.1569,1,Medium Risk,Keep,2,40,0,0,0,1,0
2023-09-10 15:44:44,6,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,4,90.0,360.0,27.0,1,15,9,September,36,1,Sunday,3,36,2023-09-10,0,63.0,0.7,360.0,108.0,252.0,0.15,0.6,16.2,1,6,1.29,1.33,2.0,-0.0301,1,Medium Risk,Keep,2,18,0,0,1,0,0
2023-09-10 15:44:44,6,americano (iced),americano (iced),Coffee Based,2,89.0,178.0,26.7,1,15,9,September,36,1,Sunday,3,36,2023-09-10,0,62.3,0.7,178.0,53.4,124.6,0.05,0.1,2.67,0,2,1.71,1.29,1.0,0.3256,0,Low Risk,Improve,1,70,1,0,0,0,0
2023-09-10 15:44:44,6,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,2,109.0,218.0,32.7,1,15,9,September,36,1,Sunday,3,36,2023-09-10,0,76.3,0.7,218.0,65.4,152.6,0.08,0.16,5.23,0,5,1.57,1.37,1.0,0.146,0,Low Risk,Keep,2,36,0,1,0,0,0
2023-09-10 14:25:31,6,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,1,14,9,September,36,0,Sunday,3,36,2023-09-10,0,69.3,0.7,99.0,29.7,69.3,0.05,0.05,1.48,0,2,1.14,1.3,1.0,-0.1231,1,Medium Risk,Keep,2,6,1,0,0,0,0
2023-09-10 14:25:31,6,Brownies ,Brownies ,Sans Coffee,1,69.0,69.0,20.7,1,14,9,September,36,0,Sunday,3,36,2023-09-10,0,48.3,0.7,69.0,20.7,48.3,0.07,0.07,1.45,0,1,1.71,1.53,1.0,0.1176,0,Low Risk,Improve,1,64,0,0,0,1,0
2023-09-10 15:44:18,6,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.7,1,15,9,September,36,1,Sunday,3,36,2023-09-10,0,83.3,0.7,119.0,35.7,83.3,0.08,0.08,2.86,0,3,1.71,2.07,2.0,-0.1739,1,Medium Risk,Keep,2,27,0,1,0,0,0
2023-09-10 15:44:18,6,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.7,1,15,9,September,36,1,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,2,2.0,2.27,2.0,-0.1189,1,Medium Risk,Keep,2,10,0,0,0,1,0
2023-09-10 15:44:18,6,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,1,15,9,September,36,1,Sunday,3,36,2023-09-10,0,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,1,1.14,1.5,1.0,-0.24,2,High Risk,Keep,2,45,0,0,1,0,0
2023-09-10 16:07:57,6,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.7,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,1,1.43,1.23,1.0,0.1626,0,Low Risk,Keep,2,3,1,0,0,0,0
2023-09-10 16:07:57,6,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.7,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,2,1.71,1.53,2.0,0.1176,0,Low Risk,Keep,2,30,1,0,0,0,0
2023-09-10 16:07:57,6,Belgian waffle  (mango caramel ),Belgian waffle  (mango caramel ),Sans Coffee,1,85.0,85.0,25.5,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,59.5,0.7,85.0,25.5,59.5,0.07,0.07,1.78,0,2,1.14,1.2,1.0,-0.05,1,Medium Risk,Improve,1,68,0,0,0,1,0
2023-09-10 16:07:57,6,Chiz melt  (ham),Chiz melt  (ham),Mini Bites,1,85.0,85.0,25.5,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,59.5,0.7,85.0,25.5,59.5,0.15,0.15,3.82,1,1,1.43,1.37,1.0,0.0438,1,Medium Risk,Improve,1,55,0,0,1,0,0
2023-09-10 16:23:38,6,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.7,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,6,1.57,2.23,1.0,-0.296,1,Medium Risk,Keep,2,24,1,0,0,0,0
2023-09-10 16:23:38,6,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,69.3,0.7,99.0,29.7,69.3,0.05,0.05,1.48,0,2,1.14,1.3,1.0,-0.1231,1,Medium Risk,Keep,2,6,1,0,0,0,0
2023-09-10 16:23:38,6,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,6,1.29,1.33,2.0,-0.0301,1,Medium Risk,Keep,2,18,0,0,1,0,0
2023-09-10 16:28:27,6,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.7,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,6,1.57,2.23,1.0,-0.296,1,Medium Risk,Keep,2,24,1,0,0,0,0
2023-09-10 16:28:27,6,sparkling berry,sparkling berry,Sans Coffee,1,99.0,99.0,29.7,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,69.3,0.7,99.0,29.7,69.3,0.07,0.07,2.08,0,2,1.0,1.13,1.0,-0.115,1,Medium Risk,Improve,1,67,0,0,0,1,0
2023-09-10 16:44:27,6,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.7,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,6,1.57,2.23,1.0,-0.296,1,Medium Risk,Keep,2,24,1,0,0,0,0
2023-09-10 16:44:27,6,triple caramel ,triple caramel ,Kôfē Frappé,1,119.0,119.0,35.7,1,16,9,September,36,1,Sunday,3,36,2023-09-10,0,83.3,0.7,119.0,35.7,83.3,0.08,0.08,2.86,0,1,1.14,1.4,2.0,-0.1857,1,Medium Risk,Keep,2,35,0,1,0,0,0
2023-09-10 17:34:57,6,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.7,1,17,9,September,36,0,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,6,1.57,2.23,1.0,-0.296,1,Medium Risk,Keep,2,24,1,0,0,0,0
2023-09-10 17:34:57,6,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.7,1,17,9,September,36,0,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,2,1.71,1.53,2.0,0.1176,0,Low Risk,Keep,2,30,1,0,0,0,0
2023-09-10 19:14:18,6,hot creamy barako,hot creamy barako,Sans Coffee,2,59.0,118.0,17.7,1,19,9,September,36,0,Sunday,3,36,2023-09-10,0,41.3,0.7,118.0,35.4,82.6,0.07,0.14,2.48,0,2,2.0,2.0,1.0,0.0,0,Low Risk,Improve,1,74,0,0,0,1,0
2023-09-10 19:14:18,6,Belgian waffle  (mango caramel ),Belgian waffle  (mango caramel ),Sans Coffee,1,85.0,85.0,25.5,1,19,9,September,36,0,Sunday,3,36,2023-09-10,0,59.5,0.7,85.0,25.5,59.5,0.07,0.07,1.78,0,2,1.14,1.2,1.0,-0.05,1,Medium Risk,Improve,1,68,0,0,0,1,0
2023-09-10 19:14:18,6,Product Name (special b),Product Name (special b),Sans Coffee,2,150.0,300.0,45.0,1,19,9,September,36,0,Sunday,3,36,2023-09-10,0,105.0,0.7,300.0,90.0,210.0,0.07,0.14,6.3,0,2,1.29,1.35,1.0,-0.0444,1,Medium Risk,Improve,1,38,0,0,0,1,0
2023-09-10 19:14:18,6,matcha espresso fusion  (hot),matcha espresso fusion  (hot),Signature Kôfē,1,99.0,99.0,29.7,1,19,9,September,36,0,Sunday,3,36,2023-09-10,0,69.3,0.7,99.0,29.7,69.3,0.06,0.06,1.78,0,1,1.0,1.0,1.0,0.0,0,Low Risk,Improve,1,77,0,0,0,0,1
2023-09-10 18:02:50,6,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.7,1,18,9,September,36,0,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,1,1.43,1.33,1.0,0.0752,0,Low Risk,Keep,2,4,0,0,0,1,0
2023-09-10 18:02:50,6,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,1,109.0,109.0,32.7,1,18,9,September,36,0,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.08,0.08,2.62,0,5,1.57,1.37,1.0,0.146,0,Low Risk,Keep,2,36,0,1,0,0,0
2023-09-10 18:02:50,6,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.7,1,18,9,September,36,0,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,6,1.57,2.23,1.0,-0.296,1,Medium Risk,Keep,2,24,1,0,0,0,0
2023-09-10 19:12:32,6,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.7,1,19,9,September,36,0,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,6,1.57,2.23,1.0,-0.296,1,Medium Risk,Keep,2,24,1,0,0,0,0
2023-09-10 19:12:32,6,belgian waffle plain ,belgian waffle plain ,Sans Coffee,1,65.0,65.0,19.5,1,19,9,September,36,0,Sunday,3,36,2023-09-10,0,45.5,0.7,65.0,19.5,45.5,0.07,0.07,1.37,0,1,1.0,1.4,1.0,-0.2857,1,Medium Risk,Improve,1,53,0,0,0,1,0
2023-09-10 19:13:45,6,mocha (hot),mocha (hot),Coffee Based,1,99.0,99.0,29.7,1,19,9,September,36,0,Sunday,3,36,2023-09-10,0,69.3,0.7,99.0,29.7,69.3,0.05,0.05,1.48,0,1,1.43,1.3,1.0,0.1,0,Low Risk,Improve,1,60,1,0,0,0,0
2023-09-10 22:35:18,6,Cold brew with foamy vanilla ,Cold brew with foamy vanilla ,Sans Coffee,1,99.0,99.0,29.7,1,22,9,September,36,0,Sunday,3,36,2023-09-10,0,69.3,0.7,99.0,29.7,69.3,0.07,0.07,2.08,0,1,1.0,1.1,1.0,-0.0909,1,Medium Risk,Improve,1,43,0,0,0,1,0
2023-09-10 22:35:18,6,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,2,99.0,198.0,29.7,1,22,9,September,36,0,Sunday,3,36,2023-09-10,0,69.3,0.7,198.0,59.4,138.6,0.05,0.1,2.97,0,4,1.57,1.63,1.0,-0.0368,1,Medium Risk,Keep,2,28,1,0,0,0,0
2023-09-10 22:35:18,6,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.7,1,22,9,September,36,0,Sunday,3,36,2023-09-10,0,83.3,0.7,119.0,35.7,83.3,0.08,0.08,2.86,0,3,1.71,2.07,2.0,-0.1739,1,Medium Risk,Keep,2,27,0,1,0,0,0
2023-09-10 22:35:18,6,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,1,109.0,109.0,32.7,1,22,9,September,36,0,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.08,0.08,2.62,0,5,1.57,1.37,1.0,0.146,0,Low Risk,Keep,2,36,0,1,0,0,0
2023-09-10 22:35:18,6,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.7,1,22,9,September,36,0,Sunday,3,36,2023-09-10,0,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,2,2.0,2.27,2.0,-0.1189,1,Medium Risk,Keep,2,10,0,0,0,1,0
2023-09-10 22:35:18,6,simple milk tea ,simple milk tea ,Sans Coffee,1,89.0,89.0,26.7,1,22,9,September,36,0,Sunday,3,36,2023-09-10,0,62.3,0.7,89.0,26.7,62.3,0.07,0.07,1.87,0,1,2.0,1.6,3.0,0.25,0,Low Risk,Keep,2,52,0,0,0,1,0
2023-09-10 22:35:18,6,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,1,22,9,September,36,0,Sunday,3,36,2023-09-10,0,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,2,1.43,1.63,2.0,-0.1227,2,High Risk,Keep,2,31,0,0,1,0,0
2023-09-10 22:35:18,6,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,1,22,9,September,36,0,Sunday,3,36,2023-09-10,0,55.3,0.7,79.0,23.7,55.3,0.05,0.05,1.18,0,1,1.57,1.23,1.0,0.2764,0,Low Risk,Keep,2,23,1,0,0,0,0
