date_only,total_records,total_qty,total_revenue,total_cost,total_waste_cost,avg_profit_margin
2024-05-09,9,13,1378.0,413.40000000000003,27.66,0.7
2024-05-10,7,7,735.0,220.5,19.15,0.7
2024-05-11,4,8,852.0,255.60000000000002,16.71,0.7
2024-05-12,16,19,1940.0,582.0,40.69,0.7
2024-05-13,7,9,853.0,255.9,19.849999999999998,0.7
2024-05-14,5,7,724.0,217.20000000000002,15.52,0.7
2024-05-15,12,13,1359.0,407.70000000000005,29.02,0.6999999999999998
2024-05-16,10,10,1031.0,309.3,20.349999999999998,0.7
2024-05-17,15,17,1607.0,482.1,38.67,0.7
2024-05-18,17,20,2009.0,602.7,40.05,0.7
2024-05-19,23,23,2421.0,726.3000000000001,50.4,0.7
2024-05-20,18,21,2051.0,570.3000000000001,43.54,0.7075777777777777
2024-05-21,12,14,1395.0,418.5,33.21,0.6999999999999998
2024-05-22,9,12,1240.0,372.0,28.47,0.7
2024-05-23,14,14,1441.0,432.3,40.22,0.7
2024-05-24,14,16,1667.0,500.1,34.73,0.7
2024-05-25,8,9,923.0,276.90000000000003,18.45,0.7
2024-05-26,7,9,903.0,255.90000000000003,17.92,0.7194857142857142
2024-05-27,6,8,792.0,237.60000000000002,16.14,0.6999999999999998
2024-05-28,21,28,2565.0,769.5,56.11,0.7
2024-05-29,5,9,942.0,282.6,19.73,0.7
2024-05-30,11,11,1053.0,315.90000000000003,27.58,0.7
2024-05-31,24,31,3174.0,952.2,71.65,0.6999999999999998
2024-06-01,26,27,2630.0,789.0,63.64,0.7
2024-06-02,24,25,2400.0,720.0,53.76,0.6999999999999998
2024-06-03,16,16,1679.0,488.70000000000005,35.03,0.708525
2024-06-04,10,15,1585.0,475.50000000000006,28.29,0.7
2024-06-05,5,7,724.0,217.20000000000002,14.879999999999999,0.7
2024-06-06,10,11,999.0,299.7,18.14,0.7
2024-06-07,9,10,1020.0,306.0,18.24,0.7
2024-06-08,7,10,1032.0,309.6,23.84,0.7
2024-06-09,20,25,2414.0,679.2,56.980000000000004,0.71364
2024-06-10,12,14,1385.0,415.5,31.08,0.6999999999999998
2024-06-11,2,2,208.0,62.400000000000006,4.2,0.7
2024-06-12,30,36,3906.0,1171.8000000000002,77.46,0.7
2024-06-13,12,15,1738.0,521.4000000000001,40.68,0.6999999999999998
2024-06-14,24,26,2708.0,812.4000000000001,59.5,0.6999999999999998
2024-06-15,28,33,3678.0,1085.4,83.08,0.7053571428571429
2024-06-16,25,31,3525.0,1057.5,73.37,0.7
2024-06-17,25,26,2817.0,827.1,54.97,0.706
2024-06-18,23,27,2752.0,825.6,76.57,0.7
2024-06-19,17,18,2102.0,612.6,42.41,0.7088235294117646
2024-06-20,17,20,2206.0,661.8000000000001,43.62,0.7
2024-06-21,8,10,1152.0,345.6,25.16,0.7
2024-06-22,16,24,2551.0,747.3000000000001,49.14,0.709375
2024-06-23,13,13,1379.5,413.85,29.69,0.7
2024-06-24,12,12,1308.0,392.40000000000003,27.880000000000003,0.6999999999999998
2024-06-25,6,10,1119.0,335.70000000000005,22.19,0.6999999999999998
2024-06-26,7,9,1034.0,310.20000000000005,22.79,0.7
2024-06-27,12,15,1571.0,471.3,36.31,0.6999999999999998
2024-06-28,7,12,1228.0,368.4,25.12,0.7
2024-06-29,11,12,1325.0,397.5,28.99,0.7
2024-06-30,22,26,2857.0,857.1,63.79,0.7
2024-07-01,25,32,3434.0,1012.2,73.62,0.706
2024-07-02,15,22,2409.0,722.7,50.089999999999996,0.7
2024-07-03,7,7,803.0,240.90000000000003,12.76,0.7
2024-07-04,16,18,2041.0,612.3000000000001,51.75,0.7
2024-07-05,13,13,1420.0,426.0,31.259999999999998,0.7
2024-07-06,27,30,3379.0,1013.7,79.71000000000001,0.7
2024-07-07,12,16,1717.0,515.1,34.42,0.6999999999999998
2024-07-08,14,15,1752.0,525.6,37.35,0.7
2024-07-09,17,19,2173.0,651.9000000000001,46.28,0.7
2024-07-10,18,21,2278.0,683.4000000000001,51.269999999999996,0.7
2024-07-11,14,16,1833.0,531.9,38.38,0.7107142857142856
2024-07-12,10,13,1508.0,452.40000000000003,32.18,0.7
2024-07-13,21,23,2567.0,770.1,49.589999999999996,0.7
2024-07-14,13,18,2076.0,622.8000000000001,46.45,0.7
2024-07-15,20,20,2145.0,643.5,49.37,0.7
2024-07-16,15,18,1950.0,585.0,42.23,0.7
2024-07-18,8,8,903.0,270.90000000000003,18.68,0.7
2024-07-19,20,33,3507.0,1052.1000000000001,81.17,0.7
2024-07-20,13,15,1729.0,500.70000000000005,40.11,0.7115384615384616
2024-07-21,23,27,2815.0,844.5,54.92,0.7
2024-07-23,1,1,109.0,32.7,1.64,0.7
2024-07-25,3,5,595.0,178.5,10.35,0.6999999999999998
2024-07-26,5,7,753.0,225.9,13.44,0.7
2024-07-27,16,19,2042.0,612.6,36.15,0.7
2024-07-28,24,24,2714.0,796.2,48.74,0.7062499999999999
2024-07-29,7,9,1061.0,318.3,19.41,0.7
2024-07-30,4,6,734.0,220.20000000000002,14.75,0.7
2024-07-31,3,6,644.0,193.20000000000002,10.32,0.6999999999999998
2024-08-03,5,8,864.0,259.20000000000005,19.590000000000003,0.7
2024-08-04,7,8,883.0,264.90000000000003,18.79,0.7
2024-08-05,26,31,3475.0,1042.5,82.94,0.7
2024-08-06,15,17,2025.0,607.5,46.84,0.7
2024-08-07,9,10,1103.0,330.90000000000003,24.28,0.7
2024-08-09,2,2,198.0,59.400000000000006,2.98,0.7
2024-08-10,8,10,1274.0,382.20000000000005,24.46,0.7
2024-08-11,44,51,5982.0,2626.2,317.66,0.5727272727272728
2024-08-12,21,28,3714.0,1252.8,136.21,0.6666666666666666
2024-08-13,24,32,3427.0,1582.5,186.88,0.5541666666666666
2024-08-14,16,17,1858.0,626.7,56.54,0.65625
2024-08-15,24,33,3901.0,1568.1000000000001,175.56,0.6479166666666666
2024-08-16,28,33,3822.0,1285.2,125.39999999999999,0.6749999999999999
2024-08-17,14,17,2069.0,566.7,47.34,0.7107142857142856
2024-08-18,44,62,8115.0,2781.0,300.76,0.6204545454545454
2024-08-19,28,37,4167.0,2063.7,244.35,0.6303571428571428
2024-08-20,19,20,2493.0,886.5,98.52,0.6263157894736842
2024-08-21,11,14,1526.0,457.8,30.4,0.7
2024-08-22,6,10,1196.0,774.6,107.17,0.4666666666666666
2024-08-23,9,11,1309.0,392.70000000000005,23.259999999999998,0.7
2024-08-24,39,52,5188.0,1764.3000000000002,173.44,0.6641025641025641
2024-08-25,36,52,5491.0,2201.7,261.72,0.6222222222222222
2024-08-26,26,34,3563.0,1138.2,90.56,0.6730769230769231
2024-08-27,8,11,1393.0,417.90000000000003,39.65,0.7
2024-08-28,8,10,1102.0,538.5,66.34,0.6124999999999999
2024-08-29,18,23,2496.0,887.4000000000001,84.42999999999999,0.6222222222222222
2024-08-30,29,35,4087.0,1485.3,156.14,0.632758620689655
2024-08-31,17,22,2771.0,1039.2,106.19,0.6588235294117647
2024-09-01,29,34,3756.0,1473.3,164.18,0.6275862068965516
2024-09-02,14,17,2050.0,822.9000000000001,88.46,0.5999999999999999
2024-09-03,11,14,1622.0,625.2,76.86,0.6363636363636364
2024-09-04,11,14,1430.0,706.2,84.1,0.6363636363636364
2024-09-05,4,7,743.0,500.1,65.67999999999999,0.5249999999999999
2024-09-06,15,22,2420.0,843.9,88.87,0.6266666666666666
2024-09-07,19,25,2612.0,852.9,78.39,0.6631578947368421
2024-09-08,14,15,1733.0,501.90000000000003,37.23,0.7107142857142856
2024-09-09,22,25,2591.0,1054.5,111.95,0.6045454545454545
2024-09-10,10,13,1386.0,554.4,61.75,0.63
2024-09-11,8,10,1032.0,707.4,98.84,0.36874999999999997
2024-09-12,25,30,3235.0,1039.8,94.97,0.6719999999999999
2024-09-13,12,16,1549.0,534.0,54.24,0.6416666666666666
2024-09-15,26,28,3229.0,1158.6000000000001,111.47,0.6519230769230769
2024-09-16,12,18,2068.0,897.6,112.03,0.5833333333333334
2024-09-17,9,10,1061.0,420.9,52.82,0.5611111111111111
2024-09-18,5,10,1030.0,655.5,82.99,0.41999999999999993
2024-09-19,13,18,2012.0,950.1,118.73,0.5384615384615384
2024-09-20,19,25,2898.0,1008.0,90.01,0.6631578947368421
2024-09-21,44,54,5934.0,2108.7000000000003,227.11,0.671590909090909
2024-09-22,29,33,3995.0,1337.1000000000001,140.98,0.6517241379310345
2024-09-23,18,21,2305.0,691.5,50.21,0.7
2024-09-24,7,7,888.0,266.4,22.4,0.7
2024-09-25,11,13,1752.0,525.6,52.84,0.7
2024-09-26,13,19,2038.0,1235.1,157.1,0.4846153846153846
2024-09-27,15,20,2343.0,841.5,84.29,0.6533333333333332
2024-09-28,27,34,4072.0,1221.6000000000001,104.56,0.7
2024-09-29,27,29,3363.0,1147.5,107.17,0.6481481481481481
2024-09-30,10,13,1705.0,580.8000000000001,57.79,0.63
2024-10-01,12,13,1456.0,644.7,77.9,0.5833333333333334
2024-10-02,20,21,2790.0,837.0,75.1,0.7
2024-10-03,24,29,3545.0,1184.1000000000001,112.97,0.6479166666666666
2024-10-04,8,10,1192.0,357.6,30.759999999999998,0.7
2024-10-05,11,13,1609.0,621.3,74.96,0.6363636363636364
2024-10-06,23,28,3012.0,885.6,74.97,0.7065217391304348
2024-10-07,19,21,2381.0,714.3000000000001,55.96,0.7
2024-10-08,22,24,2593.0,985.8000000000001,106.94,0.6045454545454545
2024-10-09,20,22,2411.0,1000.5,104.39999999999999,0.595
2024-10-10,9,11,1197.0,428.40000000000003,43.08,0.6222222222222222
2024-10-11,15,19,2049.0,822.6,101.94,0.6533333333333332
2024-10-12,7,9,1161.0,348.3,37.35,0.7
2024-10-13,34,36,4594.0,1568.1000000000001,165.28,0.6426470588235293
2024-10-14,31,37,3927.0,1470.6000000000001,163.88,0.5919354838709677
2024-10-15,25,30,3533.0,1129.2,118.88,0.6719999999999999
2024-10-16,15,20,3201.0,960.3000000000001,101.91,0.7
2024-10-17,11,15,2063.0,688.2,81.22,0.6363636363636364
2024-10-18,10,12,1491.0,429.3,34.2,0.715
2024-10-19,19,23,2748.0,963.0,97.32,0.6631578947368421
2024-10-20,44,61,7029.0,2488.5,252.77,0.6556818181818181
2024-10-21,23,28,3124.0,937.2,60.75,0.7
2024-10-22,21,22,2918.0,1152.6,128.29,0.6
2024-10-23,38,40,4465.0,1598.7,154.06,0.6486842105263158
2024-10-24,2,5,495.0,495.0,74.25,0.0
2024-10-25,5,6,556.0,166.8,13.91,0.7
2024-10-26,16,23,2702.0,792.6,80.18,0.709375
2024-10-27,48,49,5561.0,2014.8000000000002,202.4,0.6416666666666666
2024-10-28,8,11,1016.0,304.8,33.6,0.7
2024-10-29,13,15,1576.0,611.4000000000001,68.37,0.6461538461538461
2024-10-30,24,41,4322.0,2058.9,230.91,0.5541666666666666
2024-10-31,17,19,2442.0,1009.8,121.63,0.6176470588235294
2024-11-01,23,32,3511.0,1191.9,121.78,0.6695652173913043
2024-11-02,18,25,3519.0,1471.5,173.98,0.6222222222222222
2024-11-03,33,36,4066.0,1201.8,102.18,0.7045454545454546
2024-11-04,12,13,1428.0,428.40000000000003,28.79,0.6999999999999998
2024-11-05,8,9,1035.0,292.5,24.14,0.71875
2024-11-06,12,14,1449.0,642.6,70.72,0.6416666666666666
2024-11-07,42,58,5940.0,2369.7000000000003,253.04,0.6571428571428571
2024-11-08,14,17,2112.0,633.6,62.58,0.7
2024-11-09,31,48,5336.0,2709.6,340.07,0.5870967741935483
2024-11-10,22,25,2811.0,825.3000000000001,60.29,0.7068181818181818
2024-11-11,6,10,1009.0,613.2,86.49000000000001,0.6333333333333333
2024-11-12,19,21,2203.0,730.2,60.71,0.6631578947368421
2024-11-13,5,9,972.0,620.1,82.03,0.59
2024-11-14,14,16,1897.0,620.4000000000001,54.67,0.6607142857142857
2024-11-15,7,7,845.0,235.5,18.07,0.7214285714285714
2024-11-16,18,24,2598.0,830.7,75.17,0.6694444444444444
2024-11-17,8,12,1282.0,348.6,27.2,0.7374999999999999
2024-11-18,15,23,2595.0,1122.3,135.57999999999998,0.6166666666666667
2024-11-19,11,11,1351.0,405.3,34.86,0.7
2024-11-20,13,14,1783.0,534.9000000000001,44.160000000000004,0.7
2024-11-21,10,12,1398.0,558.0,68.84,0.63
2024-11-22,6,9,1127.0,338.1,36.06,0.6999999999999998
2024-11-23,13,17,2103.0,612.9,48.89,0.7115384615384616
2024-11-24,31,31,3603.0,1062.9,89.09,0.7048387096774192
2024-11-25,23,33,3274.0,1328.7,143.34,0.6391304347826087
2024-11-26,23,31,3090.0,1827.9,233.71,0.4869565217391304
2024-11-27,15,18,2009.0,931.2,100.91,0.6166666666666667
2024-11-28,4,5,466.0,278.4,37.2,0.5249999999999999
2024-11-29,8,10,1044.0,485.1,60.19,0.54375
2024-11-30,28,33,3871.0,1577.1000000000001,166.47,0.5999999999999999
2024-12-01,31,46,5013.0,2751.3,341.88,0.5870967741935483
2024-12-02,19,20,2177.0,653.1,41.97,0.7
2024-12-03,16,20,2342.0,630.6,50.17,0.71875
2024-12-04,18,19,2408.0,686.4000000000001,52.31,0.7083333333333334
2024-12-05,10,14,1537.0,876.9000000000001,107.17999999999999,0.5599999999999999
2024-12-06,7,9,1301.0,390.3,45.760000000000005,0.7
2024-12-07,22,24,2630.0,927.6,86.9,0.6363636363636364
2024-12-08,31,32,3657.0,1166.4,113.28,0.6774193548387096
2024-12-09,14,17,1785.0,586.8000000000001,54.39,0.6607142857142857
2024-12-10,22,30,4014.0,1620.0,200.49,0.6363636363636364
2024-12-11,17,20,2386.0,715.8000000000001,66.46,0.7
2024-12-12,16,20,2472.0,741.6,82.08,0.7
2024-12-13,24,26,2731.0,888.6,85.72,0.6708333333333333
2024-12-14,20,23,2689.0,806.7,72.41,0.7
2024-12-15,19,27,3314.0,1271.4,139.09,0.6631578947368421
2024-12-16,35,45,5179.0,2177.4,258.02,0.58
2024-12-17,12,15,1646.0,683.7,66.67,0.6541666666666667
2024-12-18,16,21,2331.0,958.5,112.46,0.621875
2024-12-19,13,23,2672.0,1060.8,112.37,0.6576923076923076
2024-12-20,34,39,4610.0,1919.4,216.73999999999998,0.6014705882352941
2024-12-21,20,22,2490.0,936.9000000000001,84.85,0.6024999999999999
2024-12-22,15,23,2168.0,1066.2,123.43,0.6066666666666667
2024-12-23,41,45,5227.0,1706.7,149.29,0.6658536585365853
2024-12-26,37,53,6544.0,2099.1,202.35,0.6662162162162162
2024-12-27,38,48,5927.0,1916.7,187.49,0.6815789473684211
2024-12-28,38,53,5657.0,1956.3000000000002,180.7,0.6671052631578946
2024-12-29,53,62,6889.0,2238.6,193.56,0.6896226415094339
2024-12-30,25,31,3666.0,1099.8,103.53999999999999,0.7
2024-12-31,27,28,3102.0,999.9000000000001,94.71,0.674074074074074
2025-01-02,59,64,7368.0,2487.6,251.05,0.6644067796610169
2025-01-03,38,48,5841.0,1890.9,149.26,0.6815789473684211
2025-01-04,23,29,3217.0,965.1,69.91,0.7
2025-01-05,55,65,7732.0,2804.7000000000003,283.72,0.6618181818181817
2025-01-06,29,31,3463.0,1002.9000000000001,93.61,0.7103448275862069
2025-01-07,18,18,2046.0,595.8000000000001,45.77,0.7083333333333334
2025-01-08,25,28,3516.0,1226.7,144.92,0.6559999999999999
2025-01-09,21,30,3464.0,1524.3000000000002,164.75,0.6333333333333333
2025-01-10,17,20,2252.0,883.5,84.28,0.6588235294117647
2025-01-11,55,64,7676.0,2890.5,320.06,0.6545454545454545
2025-01-12,57,63,6831.0,2429.1,254.67,0.6561403508771929
2025-01-13,35,41,4733.0,1453.2,124.36,0.6885714285714285
2025-01-14,30,37,4103.0,1698.0,187.41,0.6116666666666666
2025-01-15,20,23,2742.0,891.9000000000001,76.63,0.6649999999999999
2025-01-16,18,20,2142.0,693.9,64.77,0.6694444444444444
2025-01-17,25,54,6111.0,2179.8,242.04,0.6439999999999999
2025-01-18,29,33,3781.0,1116.3000000000002,83.53,0.7051724137931035
2025-01-19,42,47,5881.0,1936.2,199.2,0.6738095238095237
2025-01-20,38,42,4780.0,1503.3000000000002,119.92999999999999,0.6815789473684211
2025-01-21,35,50,5800.0,1947.9,181.59,0.6599999999999999
2025-01-22,22,25,2921.0,1153.5,134.86,0.6363636363636364
2025-01-23,21,27,2937.0,1158.3,119.31,0.6333333333333333
2025-01-24,20,21,2287.0,824.7,70.33,0.63
2025-01-25,21,24,2602.0,849.9000000000001,75.98,0.6666666666666666
2025-01-26,37,47,5119.0,1605.0,120.78,0.681081081081081
2025-01-27,29,37,4456.0,1475.4,155.73,0.6758620689655171
2025-01-28,29,32,3628.0,1296.3,116.8,0.6758620689655171
2025-01-29,38,45,4757.2,1981.5600000000002,199.93,0.6263157894736842
2025-01-30,21,29,3122.0,1213.8,139.46,0.6333333333333333
2025-01-31,27,28,3481.0,1128.9,119.18,0.6592592592592591
2025-02-01,34,42,4915.0,1682.4,163.05,0.6794117647058823
2025-02-02,47,55,6386.0,2382.9,247.46,0.6436170212765957
2025-02-03,28,34,3557.0,1482.9,154.57999999999998,0.625
2025-02-04,29,33,3504.0,1449.0,151.92,0.632758620689655
2025-02-05,15,19,2033.0,748.5,64.66,0.6533333333333332
2025-02-06,17,22,2773.0,1003.8000000000001,103.53,0.626470588235294
2025-02-07,21,21,2536.0,830.1,82.32000000000001,0.6666666666666666
2025-02-08,29,35,3993.0,1405.8,135.44,0.6275862068965516
2025-02-09,58,68,7533.0,2259.9,164.4,0.7
2025-02-10,9,11,1066.0,319.8,22.92,0.7
2025-02-11,20,21,2214.0,802.8000000000001,75.66,0.63
2025-02-12,8,8,863.0,258.9,18.35,0.7
2025-02-13,6,7,1204.0,569.1,76.9,0.4666666666666666
2025-02-14,32,34,3960.0,1152.0,98.88,0.7046874999999999
2025-02-15,33,39,4052.0,1908.6,227.29,0.5727272727272726
2025-02-16,38,39,5490.0,1716.3,155.92,0.6815789473684211
2025-02-17,19,22,2627.0,788.1,62.89,0.7
2025-02-18,25,29,2894.0,1076.1,111.73,0.616
2025-02-19,20,24,2598.0,848.7,73.22,0.6649999999999999
2025-02-20,10,13,1601.0,480.3,39.34,0.7
2025-02-21,27,33,3673.0,1448.4,148.12,0.6222222222222221
2025-02-22,24,28,3088.0,1342.2,168.23,0.5833333333333334
2025-02-23,32,37,4509.0,1611.9,188.69,0.6390625
2025-02-24,8,13,1358.0,892.5,118.63999999999999,0.5249999999999999
2025-02-25,21,24,2825.0,829.5,59.35,0.7071428571428571
2025-02-26,21,26,2839.0,1128.9,110.69,0.6666666666666666
2025-02-27,2,3,327.0,98.10000000000001,6.87,0.7
2025-02-28,9,10,1072.0,529.5,64.94,0.5444444444444444
2025-03-01,21,29,3557.0,1067.1000000000001,86.41,0.7
2025-03-02,67,100,10920.0,4662.0,510.08,0.6268656716417911
2025-03-03,44,93,10001.0,5043.3,581.72,0.671590909090909
2025-03-04,29,33,3693.0,1315.8,130.83,0.6517241379310345
2025-03-05,6,8,813.0,313.20000000000005,26.49,0.5833333333333334
2025-03-06,20,25,2808.0,1119.6,121.75999999999999,0.63
2025-03-07,7,10,1379.0,534.3,66.01,0.6214285714285713
2025-03-08,12,14,1603.0,480.90000000000003,33.11,0.6999999999999998
2025-03-09,42,49,5859.0,2137.5,231.2,0.6738095238095237
2025-03-10,15,17,1863.0,697.5,67.82,0.6533333333333332
2025-03-11,19,28,3135.0,1320.3000000000002,152.17,0.6710526315789473
2025-03-12,33,57,6233.0,3463.8,430.23,0.6151515151515151
2025-03-13,11,13,1492.0,447.6,36.52,0.7
2025-03-14,14,18,1782.0,950.4,120.35,0.5999999999999999
2025-03-15,8,10,1091.0,327.3,21.05,0.7
2025-03-16,38,55,6780.0,3281.4,384.68,0.6078947368421052
2025-03-17,14,15,1632.0,471.6,38.02,0.7107142857142856
2025-03-18,18,20,2426.0,1005.0,118.67,0.5444444444444444
2025-03-19,16,18,1951.0,654.6,55.57,0.65625
2025-03-20,21,30,3314.0,1114.8,105.53,0.6738095238095237
2025-03-21,7,11,1148.0,534.3,64.66,0.6214285714285713
2025-03-22,24,28,3224.0,1018.5,78.7,0.6770833333333334
2025-03-23,24,29,3306.0,991.8000000000001,88.34,0.6999999999999998
2025-03-24,37,45,5257.0,1697.7,168.75,0.6851351351351351
2025-03-25,11,13,1419.0,633.6,72.37,0.6363636363636364
2025-03-26,10,13,1540.0,651.9,74.28999999999999,0.6449999999999999
2025-03-27,8,12,1423.0,390.90000000000003,35.13,0.71875
2025-03-28,9,15,1666.0,915.6,112.41999999999999,0.6222222222222222
2025-03-29,4,4,476.0,142.8,8.629999999999999,0.7
2025-03-30,29,33,3929.0,1437.9,146.37,0.6568965517241379
2025-03-31,26,38,4806.0,1441.8000000000002,139.13,0.7
2025-04-01,36,45,5111.0,1533.3000000000002,120.38,0.7
2025-04-02,42,52,6103.0,2523.9,279.42,0.6166666666666666
2025-04-03,8,9,1133.0,339.90000000000003,29.630000000000003,0.7
2025-04-04,18,20,2458.0,806.7,72.21000000000001,0.661111111111111
2025-04-05,42,46,5138.0,1680.0,149.16,0.6833333333333333
2025-04-06,42,44,5215.0,1633.8000000000002,132.85,0.6833333333333333
2025-04-07,16,20,2126.0,637.8000000000001,52.48,0.7
2025-04-08,11,17,1512.0,661.5,67.49,0.6363636363636364
2025-04-09,21,22,2520.0,876.6,89.21,0.6738095238095237
2025-04-10,6,11,1165.0,765.3,102.72,0.4666666666666666
2025-04-11,24,25,2807.0,842.1,62.44,0.6999999999999998
2025-04-12,16,20,2297.0,879.0,96.58,0.6656249999999999
2025-04-13,29,29,3281.0,1068.9,103.12,0.6672413793103448
2025-04-14,31,42,5059.0,1656.3000000000002,163.42,0.6774193548387096
2025-04-15,27,37,4205.0,1243.5,98.89,0.7055555555555555
2025-04-16,35,40,4678.0,1749.9,191.58,0.64
2025-04-17,17,20,2309.0,674.7,62.64,0.7088235294117646
2025-04-18,46,61,7973.0,2738.4,280.29,0.6543478260869565
2025-04-19,38,49,5694.0,2124.0,226.08,0.6447368421052632
2025-04-20,40,49,5338.0,2137.8,228.68,0.66875
2025-04-21,31,40,4294.0,1686.0,182.67000000000002,0.6596774193548387
2025-04-22,33,33,3865.0,1228.8,110.12,0.6787878787878787
2025-04-23,18,21,2582.0,774.6,69.01,0.7
2025-04-24,21,26,3335.0,1069.8,97.44,0.6666666666666666
2025-04-25,20,25,2834.0,1275.0,136.25,0.5375
2025-04-26,42,48,5975.0,2472.5,285.3,0.625
2025-04-27,23,28,3749.0,1194.0,110.12,0.6695652173913043
2025-04-28,18,28,3101.0,1536.0,196.05,0.6694444444444444
2025-04-29,10,12,1543.0,478.20000000000005,47.48,0.6599999999999999
2025-04-30,22,27,3037.0,911.1,90.25,0.7
2025-05-01,34,46,5177.0,2107.5,216.39,0.6588235294117647
2025-05-02,11,13,1597.0,617.7,73.08,0.6363636363636364
2025-05-03,23,27,3681.0,1432.8,164.84,0.6456521739130434
2025-05-04,29,33,3854.0,1207.5,123.19,0.6810344827586207
2025-05-05,31,37,4388.0,1662.9,158.18,0.6548387096774193
2025-05-06,9,9,1201.0,360.3,25.84,0.7
2025-05-07,13,17,1990.0,943.5,106.0,0.5923076923076922
2025-05-08,15,22,2653.0,1211.7,146.35999999999999,0.6533333333333332
2025-05-09,15,17,2138.0,641.4000000000001,55.57,0.7
2025-05-10,31,42,5062.0,2217.9,268.6,0.632258064516129
2025-05-11,44,51,5982.0,2002.5,192.57999999999998,0.6681818181818181
2025-05-12,44,57,6798.0,2506.5,254.45000000000002,0.6874999999999999
2025-05-13,8,9,1042.0,312.6,22.03,0.7
2025-05-14,18,24,3005.0,883.5,78.03999999999999,0.7083333333333334
2025-05-15,21,22,2613.0,783.9000000000001,56.38,0.7
2025-05-16,17,19,2408.0,722.4,69.11,0.7
2025-05-18,42,50,5979.0,1932.3000000000002,175.13,0.6666666666666666
2025-05-19,33,48,5829.0,2007.9,176.69,0.6833333333333332
2025-05-20,24,31,3887.0,1286.7,114.50999999999999,0.6479166666666666
2025-05-21,23,25,3244.0,1042.5,102.64,0.6695652173913043
2025-05-22,45,56,6568.0,2298.9,217.03,0.6566666666666666
2025-05-23,8,12,1362.0,598.5,74.69999999999999,0.63125
2025-05-24,8,10,1221.0,574.2,64.94999999999999,0.6124999999999999
2025-05-25,21,26,3073.0,1129.8,105.34,0.6333333333333333
2025-05-26,25,28,3574.0,1262.1000000000001,132.37,0.6779999999999999
2025-05-27,13,15,1773.0,531.9,55.32,0.7
2025-05-28,22,28,3680.0,1032.0,98.33,0.7204545454545455
2025-05-29,24,27,3251.0,1183.2,121.56,0.6124999999999999
2025-05-30,4,7,813.0,451.8,53.839999999999996,0.5249999999999999
2025-05-31,18,23,2748.0,824.4000000000001,64.95,0.7
2025-06-01,23,30,2933.0,1028.5,114.71,0.6043478260869565
2025-06-02,10,13,2051.0,615.3,63.6,0.7
2025-06-03,19,24,2793.0,976.5,90.53,0.6263157894736842
2025-06-04,34,42,5025.0,2200.5,243.43,0.5764705882352941
2025-06-05,19,20,2957.0,956.4000000000001,103.73,0.6631578947368421
2025-06-06,12,18,2003.0,1016.7,115.2,0.5833333333333334
2025-06-07,21,24,3267.4,926.22,81.82000000000001,0.7142857142857143
2025-06-09,17,28,3730.0,1119.0,113.67,0.7
2025-06-10,12,12,1462.0,646.5,82.64,0.525
2025-06-11,7,9,982.0,276.6,28.55,0.7214285714285714
2025-06-12,30,33,3502.0,1170.9,93.97,0.5666666666666667
2025-06-13,23,30,3198.0,1398.2,163.44,0.5760869565217391
2025-06-14,23,28,3870.0,1161.0,103.7,0.7
2025-06-15,12,13,1459.0,401.70000000000005,38.06,0.725
2025-06-16,22,24,3189.0,954.0,85.4,0.6818181818181818
2025-06-17,12,14,1660.0,498.0,40.36,0.6999999999999998
2025-06-18,12,17,1861.0,696.9,63.3,0.5833333333333334
2025-06-19,17,21,2588.0,776.4,61.74,0.7
2025-06-20,9,12,1550.0,742.2,92.94,0.5444444444444444
2025-06-21,20,27,2305.0,916.4,84.33,0.5725
2025-06-22,10,14,1690.4,645.72,63.449999999999996,0.63
2025-06-23,10,13,1654.0,565.5,68.17,0.63
2025-06-24,6,9,1189.0,564.6,73.69,0.5833333333333334
2025-06-25,19,29,3635.0,1506.3,163.1,0.6631578947368421
2025-06-26,9,11,1297.0,389.1,29.869999999999997,0.7
2025-06-27,5,12,1299.0,926.1,127.42,0.59
2025-06-28,26,32,4004.0,1373.1000000000001,140.14,0.6576923076923076
2025-06-29,36,52,5914.0,2744.4,317.65,0.6222222222222222
2025-06-30,7,9,1051.0,523.2,58.599999999999994,0.5999999999999999
2025-07-01,17,21,2696.0,947.4000000000001,97.17,0.6176470588235294
2025-07-02,11,11,1398.0,401.40000000000003,35.92,0.7136363636363636
2025-07-03,5,10,1050.0,869.4,122.67,0.13999999999999999
2025-07-04,25,27,3256.0,976.8000000000001,69.95,0.7
2025-07-05,16,19,2380.0,696.0,46.26,0.709375
2025-07-06,17,20,2239.0,948.9000000000001,101.22,0.6176470588235294
2025-07-07,17,26,3273.0,1120.5,115.87,0.6176470588235294
2025-07-08,2,2,219.0,65.7,7.0,0.7
2025-07-09,8,9,1093.0,327.90000000000003,23.94,0.7
2025-07-10,9,11,1250.0,634.2,74.17999999999999,0.5611111111111111
2025-07-11,19,24,2732.0,1096.8,111.08999999999999,0.6263157894736842
2025-07-12,18,22,2773.0,952.5,89.41,0.6694444444444444
2025-07-13,20,27,3138.0,941.4000000000001,86.25,0.7
2025-07-14,19,20,2375.0,833.1,78.53999999999999,0.6710526315789473
2025-07-15,8,11,1763.0,492.90000000000003,48.56,0.71875
2025-07-16,11,14,1815.0,544.5,65.02,0.7
2025-07-17,8,8,1096.0,328.8,35.980000000000004,0.7
